state,area_nr,area_name,total_n,germans_n,foreigner_n,pop_move_n,pop_migr_background_n,income,unemp_n,votes_total,afd_votes,afd_prop,east,state_id,total_n_z,germans_n_z,foreigner_n_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,votes_total_z,afd_votes_z,afd_prop_z
Berlin,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,339800,273300,66500,3975660,81891,18594,31941,171840,10865000,0.0632274208566108,1,3,1.7155366177756592,0.9728217892723504,2.009959495306634,0.1165383138461464,0.9503449107323166,-1.0453738443028207,2.2227767932699956,0.8141914253104067,-1.049277905897698,-1.1782795925900706
Berlin,84,Berlin-Treptow-Köpenick,251200,237100,14099,2939039,60539,18594,23612,155337,26259000,0.16904536588192123,1,3,-0.6240872535065867,-0.31242311316961086,-0.7937230198505558,-0.6143970944993263,0.24359398604511517,-1.0453738443028207,1.004826533733759,-0.010207083560762715,0.7881571238795823,0.759067744858208
Berlin,85,Berlin-Marzahn-Hellersdorf,256300,239400,16900,2998710,61768,18594,24092,136924,29600000,0.21617831789898045,1,3,-0.4894136446630262,-0.23076390666086746,-0.6438572782625082,-0.5723222698996098,0.2842738701983828,-1.0453738443028207,1.0750169677087131,-0.9300186174542877,1.1869404442957114,1.6219922618150076
Berlin,86,Berlin-Lichtenberg,273300,241400,31900,3197610,65865,18594,25690,146900,24585000,0.16735874744724302,1,3,-0.04050161518449145,-0.15975590100109058,0.15870827826041786,-0.432075204945384,0.4198845173716436,-1.0453738443028207,1.3086926208169982,-0.4316728909500893,0.5883477020368405,0.7281886181379391
Nordrhein-Westfalen,87,Aachen I,245900,207300,38599,2606540,60491,19652,20163,139784,8269000,0.059155554283752076,0,10,-0.7640421803440122,-1.3704423975002862,0.5171340558035566,-0.8488466110916597,0.24200518666402743,-0.5932103459382012,0.5004790196095569,-0.7871488522375668,-1.3591376783611138,-1.2528285725526436
Nordrhein-Westfalen,88,Aachen II,308000,274400,33600,4589200,75768,19652,25256,171601,14848000,0.08652630229427567,0,10,0.875807056751106,1.0118761923852275,0.2496657079996828,0.5491536191855919,0.7476736896823103,-0.5932103459382012,1.2452287700979772,0.8022523085667717,-0.5738651656350693,-0.7517165374486514
Nordrhein-Westfalen,89,Heinsberg,252500,225400,27099,3939000,52015,18979,15150,140891,12312000,0.08738670319608775,0,10,-0.5897586865464634,-0.7278199462793055,-0.09816620419735332,0.09068885481536751,-0.038550304046384695,-0.8808341969773211,-0.2325723252163711,-0.7318492612952906,-0.8765633100754475,-0.735964054295959
Nordrhein-Westfalen,90,Düren,262800,237400,25400,4651560,50194,20228,18921,150136,14432000,0.09612617893110247,0,10,-0.31777080986240996,-0.3017719123206443,-0.1890701295661834,0.593124493848968,-0.09882538056640126,-0.3470419385109605,0.31886127169936285,-0.2700202475090723,-0.6235191199281281,-0.5759590566381914
Nordrhein-Westfalen,91,Rhein-Erft-Kreis I,336100,297200,38900,5680090,73942,21542,23863,189879,18091000,0.09527646553857984,0,10,1.6178322348891547,1.8213674569066838,0.53323887130445,1.318354829280692,0.6872331132267637,0.2145297409324325,1.0415302814998288,1.7153199899063605,-0.18677917098990104,-0.5915158695984516
Nordrhein-Westfalen,92,Euskirchen – Rhein-Erft-Kreis II,321700,293400,28300,5758429,59514,21000,19945,186199,18324000,0.0984108400152525,0,10,1.2375773393308664,1.6864522461531077,-0.03390745530508438,1.3735927117414717,0.2096664992614705,-0.017107892445283646,0.4686008641792651,1.531487564732398,-0.15896818216710604,-0.5341307819793794
Nordrhein-Westfalen,93,Köln I,291400,228800,62599,2943140,94122,20799,24768,138631,12282000,0.08859490301591996,0,10,0.43745766326030144,-0.6071063366576849,1.8012389462402383,-0.6115054242460468,1.3551908530257393,-0.10301040962041454,1.1738684955567738,-0.8447463484945176,-0.8801441240869662,-0.7138439620611537
Nordrhein-Westfalen,94,Köln II,316900,275100,41799,3200689,102358,20799,26936,197078,9964000,0.05055866205258831,0,10,1.1108257074781036,1.0367289943661495,0.6883480411951142,-0.429904160636716,1.6278023468307126,-0.10301040962041454,1.4908952890103169,2.074942171652925,-1.1568216867103087,-1.4102231077649006
Nordrhein-Westfalen,95,Köln III,304500,245300,59199,3075450,98353,20799,25882,149523,11731000,0.0784561572467112,0,10,0.7833839918584665,-0.02129028996452571,1.6193240867617082,-0.518211863843364,1.4952368984712034,-0.10301040962041454,1.33676879440698,-0.30064233355027853,-0.9459117414318592,-0.8994672239412005
Nordrhein-Westfalen,96,Bonn,318800,272200,46600,4240040,98828,23005,21359,179207,13130000,0.07326722728464848,0,10,1.1609982284198221,0.9337673861594731,0.9452225236528853,0.3029562074238147,1.510959392346551,0.8397804007693305,0.6753701842638177,1.1822059569018692,-0.7789264480280385,-0.99446774246198
Nordrhein-Westfalen,97,Rhein-Sieg-Kreis I,312800,282400,30400,5348880,69128,22669,16265,182749,18238000,0.09979808371044438,0,10,1.0025586886038687,1.295908215024335,0.07845172260812526,1.0848142039237831,0.5278897752985047,0.69618216310344,-0.06952579629538375,1.359144666131808,-0.16923318233345955,-0.5087326996538429
Nordrhein-Westfalen,98,Rhein-Sieg-Kreis II,283400,258000,25399,5781359,62631,22669,14736,173161,15225000,0.08792395516311409,0,10,0.22620494350569686,0.4296105459750574,-0.18912363393661827,1.3897609631210615,0.31283915907085635,0.69618216310344,-0.2931115745197691,0.8801812714122558,-0.5288662695569847,-0.7261278807848559
Nordrhein-Westfalen,99,Oberbergischer Kreis,273500,249600,23900,3664900,73571,22192,15042,155033,16409000,0.1058419820296324,0,10,-0.03522029719062633,0.13137692220399455,-0.269326685218476,-0.10258274148404574,0.6749530180104397,0.49232395070275625,-0.2483651728607358,-0.02539324042295962,-0.3875434765690478,-0.3980791586718636
Nordrhein-Westfalen,100,Rheinisch-Bergischer Kreis,282700,258399,24300,4014339,53995,24567,17810,172947,13814000,0.07987418110750692,0,10,0.20772033052716896,0.44377664310418286,-0.2479249370445313,0.1438113969299297,0.02698767042348505,1.5073412556327854,0.1563996630615001,0.869491016252683,-0.6972838885654128,-0.8735056089193476
Nordrhein-Westfalen,101,Leverkusen – Köln IV,311300,257200,54100,3735600,100238,20442,26460,153667,14984000,0.09750954987082458,0,10,0.9629488036498804,0.40120734371114664,1.3465053019143483,-0.052731220658184676,1.5576303741660036,-0.25558353714042314,1.4212897753184872,-0.0936310373761207,-0.5576321421161846,-0.5506318779055773
Nordrhein-Westfalen,102,Wuppertal I,308600,252800,55800,4567280,98134,20746,29625,148559,16434000,0.11062271555408962,0,10,0.8916510107327014,0.24498973125963752,1.4374627316536133,0.5336975323892287,1.4879880012949904,-0.1256613221093794,1.8841079493408415,-0.3487984362317187,-0.38455946489278225,-0.3105520255146134
Nordrhein-Westfalen,103,Solingen – Remscheid – Wuppertal II,309600,266100,43500,4024800,91951,22492,27554,162468,16221000,0.09984119949774725,0,10,0.9180576007020269,0.7171929688971537,0.7793589753048139,0.1511875887171904,1.2833307810186245,0.6205366629044442,1.5812654727530704,0.34601819467715217,-0.4099832443745648,-0.5079433226184713
Nordrhein-Westfalen,104,Mettmann I,266900,239400,27499,3736599,65123,24519,17081,159165,15053000,0.09457481230169949,0,10,-0.20950379098817512,-0.23076390666086746,-0.07676445602340863,-0.05202681232289422,0.39532432693899544,1.4868272216805154,0.0497979414620384,0.1810186021908483,-0.5493962698896917,-0.6043619518953338
Nordrhein-Westfalen,105,Mettmann II,216400,190800,25599,3570600,52801,24519,13849,124443,11926000,0.09583504094243951,0,10,-1.5430365844391167,-1.9562584441934452,-0.17842275984964592,-0.16907493970015178,-0.012533714181072768,1.4868272216805154,-0.4228176473026532,-1.5535002746815232,-0.9226364503569878,-0.5812893000768756
Nordrhein-Westfalen,106,Düsseldorf I,324000,263000,61000,3628799,106596,24128,24948,171910,12029000,0.06997266011284975,0,10,1.2983124962603152,0.6071305601244995,1.7156854579148944,-0.1280380420969794,1.7680800921859188,1.3197233201109821,1.2001899082973815,0.817688237745781,-0.9103423222507737,-1.0547856869921075
Nordrhein-Westfalen,107,Düsseldorf II,288200,234600,53599,3227839,94817,24128,22191,142546,12968000,0.09097414168058031,0,10,0.35295657535845965,-0.40118312024433195,1.3196996123264826,-0.4107603305034469,1.3781953440644057,1.3197233201109821,0.7970336031537384,-0.64917462443037,-0.7982628436902393,-0.6702841321000711
Nordrhein-Westfalen,108,Neuss I,295700,257700,38000,5854860,68011,23689,16854,158773,14893000,0.09380058322258822,0,10,0.5510060001284014,0.41895934512609084,0.48508493791307444,1.4415875067168409,0.4909170897011085,1.1321053845891789,0.01660371539471631,0.1614364525527523,-0.5684939446177912,-0.6185367749334536
Nordrhein-Westfalen,109,Mönchengladbach,260000,225900,34099,3848000,67080,20705,25740,130836,12373000,0.09456877312054786,0,10,-0.3917092617765216,-0.7100679448643613,0.2763643888466788,0.026523530980100803,0.4601010017054273,-0.14318372611027674,1.316004124356056,-1.2341413904051257,-0.8692823215853596,-0.604472519072968
Nordrhein-Westfalen,110,Krefeld I – Neuss II,269400,239900,29499,4229579,67888,22513,21013,154179,12104000,0.07850615194027721,0,10,-0.14348731606486118,-0.21301190524592323,0.030244284846314837,0.29558001563655395,0.4868457912870711,0.6295115527585623,0.6247745797735382,-0.06805435213452592,-0.901390287221977,-0.8985519057837417
Nordrhein-Westfalen,111,Viersen,297700,271500,26199,3602169,50013,21988,19945,172016,12841000,0.07465003255511116,0,10,0.6038191800670526,0.9089145841785512,-0.1463201375887289,-0.14681521323690416,-0.10481647823258633,0.40513930640560847,0.4686008641792651,0.822983410862205,-0.8134216230056683,-0.9691509201753674
Nordrhein-Westfalen,112,Kleve,310300,269100,41199,6609390,56784,19649,19859,167653,11621000,0.06931578915975259,0,10,0.9365422136805548,0.8237049773868189,0.6562454189341971,1.9736167571940255,0.11930353446210461,-0.5944924730602181,0.45602507809208587,0.6050320872116619,-0.9590413928074276,-1.0668118815257994
Nordrhein-Westfalen,113,Wesel I,263500,244300,19199,4268700,50065,20936,18708,159095,14325000,0.09004054181463905,0,10,-0.2992861968838821,-0.05679429279441414,-0.520850730632761,0.32316475886468,-0.1030952789030746,-0.04445993771497707,0.2877142666229769,0.177521789755474,-0.6362906899025448,-0.687376764300505
Nordrhein-Westfalen,114,Krefeld II – Wesel II,241800,212700,29100,3892980,56097,20940,21036,132412,12172000,0.09192520315379271,0,10,-0.872309199218247,-1.1787207822188885,0.008896041042805006,0.058239533904389774,0.09656384332028617,-0.042750434885621226,0.6281378714015048,-1.1554131561458418,-0.8932737754625347,-0.6528718074472254
Nordrhein-Westfalen,115,Duisburg I,243000,203700,39300,3353400,75815,16761,31833,119621,13549000,0.11326606532297841,0,10,-0.8406212912550564,-1.4982568076878844,0.5546406194783947,-0.32222558076630486,0.7492293890762921,-1.8287535158551336,2.206983945625631,-1.794380697015449,-0.7289144123338277,-0.26215676859031467
Nordrhein-Westfalen,116,Duisburg II,248200,200000,48199,3425160,77438,16761,32514,101888,15719000,0.15427724560301506,0,10,-0.7033070234145634,-1.6296216181584717,1.0307760119782292,-0.27162663968478024,0.8029506681493217,-1.8287535158551336,2.3065666238275973,-2.6802231958224807,-0.4699021988339772,0.48868847700707574
Nordrhein-Westfalen,117,Oberhausen – Wesel III,278400,245100,33299,3145920,62361,18676,27840,148852,18559000,0.12468089108644828,0,10,0.09417199365906899,-0.028391090530503395,0.23356089249878942,-0.46852251911071296,0.30390216255223773,-1.0103290363010258,1.6230872729964807,-0.3341617784665092,-0.13091847241020976,-0.05317064345809019
Nordrhein-Westfalen,118,Mülheim – Essen I,252400,221900,30500,4442240,60323,21940,23725,141660,16200000,0.11435832274459974,0,10,-0.5923993455433959,-0.852083956183915,0.08380215965161143,0.4455301467588798,0.2364443888302203,0.38462527245333844,1.0213505317320295,-0.6934342789695359,-0.41248981418262787,-0.24215938528184017
Nordrhein-Westfalen,119,Essen II,246200,200500,45699,4530079,60318,20046,29297,109215,16339000,0.14960399212562378,0,10,-0.7561202033532145,-1.6118696167435274,0.8970150858910749,0.507466606982682,0.23627888889469031,-0.42482431724665115,1.8361444861246228,-2.314206842765518,-0.39589870926259135,0.40312912146034535
Nordrhein-Westfalen,120,Essen III,253300,226700,26600,4660720,62058,20046,30142,152409,12735000,0.08355805759502391,0,10,-0.5686334145710029,-0.6816647426004505,-0.12486488504434932,0.599583333039419,0.2938728664591213,-0.42482431724665115,1.9597088959346984,-0.1564737522861329,-0.8260738325130343,-0.806060070236166
Nordrhein-Westfalen,121,Recklinghausen I,217900,197200,20700,2331529,43797,19382,22879,122884,14776000,0.12024348165749812,0,10,-1.5034266994851282,-1.7290328260821592,-0.44054067061003355,-1.0427605657428745,-0.31056599808345015,-0.7086017869197203,0.8976398918511727,-1.6313792830636447,-0.5824591192627141,-0.1344120939539226
Nordrhein-Westfalen,122,Recklinghausen II,249000,224200,24800,3137400,50049,19382,26145,139515,17386000,0.12461742464967925,0,10,-0.6821817514391029,-0.7704247496751716,-0.22117275182710044,-0.47453008569397087,-0.10362487869677052,-0.7086017869197203,1.3752273030224236,-0.8005866028820766,-0.2709283002605898,-0.05433260641496306
Nordrhein-Westfalen,123,Gelsenkirchen,260399,216100,44299,3619560,76557,16135,36716,118066,20113000,0.17035386986939507,0,10,-0.3811730323787607,-1.058007172597268,0.8221089672822685,-0.1345525852498808,0.7737895795089402,-2.0962907086493225,2.9210253812500087,-1.8720598875441206,0.054567693386457346,0.7830242365058823
Nordrhein-Westfalen,124,Steinfurt I – Borken I,272200,245200,27000,3565819,42463,20497,11976,153570,9718000,0.06328058865663867,0,10,-0.06954886415074958,-0.024840690247514553,-0.10346313687040463,-0.17244608709857387,-0.35472138088284727,-0.23207787323678036,-0.6967065698757557,-0.09847662032228222,-1.1861843616047618,-1.1773061802279488
Nordrhein-Westfalen,125,Bottrop – Recklinghausen III,268000,242800,25199,3644799,57620,19296,25460,150528,18719000,0.12435560161564625,0,10,-0.180456542021917,-0.11005029703924679,-0.1998245080235906,-0.11675622691715229,0.14697512368271629,-0.7453560977508709,1.2750597045373326,-0.25043809787097626,-0.1118207976821102,-0.05912614268846679
Nordrhein-Westfalen,126,Borken II,260300,242400,17900,3383900,38264,20527,10151,157053,9401000,0.05985877378973977,0,10,-0.38378728478572394,-0.12425189817120216,-0.5903529078276464,-0.30071962057975943,-0.4937082267409195,-0.21925660201661157,-0.9635764490513629,0.0755147755692698,-1.2240216296598092,-1.2399538145213749
Nordrhein-Westfalen,127,Coesfeld – Steinfurt II,244800,231200,13600,2986560,29131,21996,8078,155826,9506000,0.06100394029237739,0,10,-0.7930894293102704,-0.5218967298659526,-0.8204217006975518,-0.580889398301791,-0.7960104089799702,0.40855831206432014,-1.2667113857806964,0.014220649023494805,-1.2114887806194938,-1.2189877555576585
Nordrhein-Westfalen,128,Steinfurt III,254100,234800,19299,4091010,41164,20477,12196,151387,10341000,0.06830837522376426,0,10,-0.5475081425955425,-0.3940823196783542,-0.5155002935892748,0.1978731501582125,-0.3977182641335345,-0.24062538738355954,-0.6645359543039018,-0.20752721384259748,-1.1118227906322242,-1.0852559243214561
Nordrhein-Westfalen,129,Münster,310000,280700,29300,7099000,63240,22127,17050,190122,9392000,0.04939985903788094,0,10,0.9286202366897571,1.2355514102135248,0.01959691512977735,2.3188473528312223,0.33299705121840717,0.46454452972572385,0.04526480926782261,1.7274589245034455,-1.225095873863265,-1.4314388281668928
Nordrhein-Westfalen,130,Warendorf,277400,252900,24499,4271960,58531,22079,15811,162139,12024000,0.07415859231893622,0,10,0.06776540368974342,0.24854013154262636,-0.23727756732799382,0.3254634287075698,0.17712921193627756,0.4440304957734538,-0.13591424843002792,0.329583176230893,-0.9109391245860268,-0.9781483584911534
Nordrhein-Westfalen,131,Gütersloh I,322100,284400,37700,5507910,86322,23294,15138,175031,15082000,0.08616759316921002,0,10,1.2481399753185967,1.366916220684112,0.4690336267826159,1.1969483956767772,1.0970109535989796,0.9632919801902898,-0.23432708606574496,0.9735961179001117,-0.5459348163452237,-0.7582838939419014
Nordrhein-Westfalen,132,Bielefeld – Gütersloh II,344500,299900,44600,3617250,112651,21228,29627,184603,16478000,0.08926182131384647,0,10,1.8396475906314895,1.9172282645473826,0.8382137827831618,-0.13618139731646836,1.9685005141127174,0.08033376882799916,1.8844004094824038,1.4517602412058643,-0.3793076043425549,-0.7016338176619745
Nordrhein-Westfalen,133,Herford – Minden-Lübbecke II,301100,275900,25200,4486390,77382,22131,17162,167031,18097000,0.10834515748573618,0,10,0.6936015859627596,1.0651321966300602,-0.19977100365315575,0.4766609055207153,0.801097068871386,0.46625403255507974,0.06164257719531192,0.5739604110001932,-0.1860630081875973,-0.3522502559853806
Nordrhein-Westfalen,134,Minden-Lübbecke I,264100,246500,17600,3908680,63119,21652,13997,149668,15825000,0.10573402464120586,0,10,-0.28344224290228676,0.021314513431340408,-0.6064042189581049,0.06930981504959513,0.3289919527785818,0.26154106873971805,-0.40117559682704235,-0.29339893636271747,-0.45724998932661126,-0.4000556755941681
Nordrhein-Westfalen,135,Lippe I,221400,204200,17200,4760100,58006,22582,15276,127537,14147000,0.11092467284003858,0,10,-1.4110036345924888,-1.4805048062729402,-0.6278059671320496,0.6696575075751202,0.1597517187056303,0.6590004765649505,-0.21414733629794563,-1.3989411650379797,-0.6575368530375556,-0.3050236990685044
Nordrhein-Westfalen,136,Höxter – Lippe II,273400,254800,18599,3909620,59054,21226,16130,158102,15192000,0.09608986603585028,0,10,-0.037860956187558886,0.3159977369194144,-0.5529533528936781,0.06997262169140997,0.19444050519271286,0.07947901741332124,-0.08926685585083961,0.12791700763652164,-0.5328051649696552,-0.5766238842429519
Nordrhein-Westfalen,137,Paderborn – Gütersloh III,331400,303900,27500,5567519,93123,20240,19221,185897,18483000,0.09942602624033739,0,10,1.4937212620333244,2.0592442758669365,-0.07671095165297377,1.238979503242672,1.3221239659068504,-0.341913430022893,0.36273029293370923,1.5164013167969261,-0.13998986790605708,-0.51554444173518
Nordrhein-Westfalen,138,Hagen – Ennepe-Ruhr-Kreis I,287600,246800,40800,4572840,81103,21467,27034,148785,17622000,0.11843935880633129,0,10,0.33711262137686426,0.03196571428030694,0.6348971751306872,0.5376179631642186,0.9242621208927927,0.1824765628820105,1.50522583594687,-0.337508727511796,-0.2427592300366429,-0.16744252750941882
Nordrhein-Westfalen,139,Ennepe-Ruhr-Kreis II,227400,207700,19700,3229080,44570,24236,14781,136424,13190000,0.09668386794112473,0,10,-1.2525640947765353,-1.3562407963683307,-0.49404504104489527,-0.40988528471356156,-0.28497970805051615,1.3658798965035899,-0.28653122133461717,-0.9549958491355326,-0.7717648200050011,-0.5657487154863917
Nordrhein-Westfalen,140,Bochum I,276200,244700,31500,3286779,64907,19422,27343,155734,15189000,0.09753168864859312,0,10,0.03607749572655272,-0.04259269166245877,0.13730653008647317,-0.36920094383475877,0.38817472972410055,-0.691506758626162,1.5504109278182467,0.009624838394145742,-0.533163246370807,-0.5502265543836172
Nordrhein-Westfalen,141,Herne – Bochum II,244400,214000,30400,3128320,63788,18311,28105,126558,16994000,0.13427835458841006,0,10,-0.8036520652980006,-1.1325655785400337,0.07845172260812526,-0.4809325158085228,0.3511358441524923,-1.1663211694797462,1.6618382417534865,-1.4478465846698572,-0.3177176033444337,0.12254265694039425
Nordrhein-Westfalen,142,Dortmund I,283800,248100,35700,3150180,82018,18206,32637,154923,15197000,0.09809389180431569,0,10,0.23676757949342708,0.0781209179591619,0.36202488591289245,-0.465518735819084,0.954548609094778,-1.211195618750337,2.324552922533679,-0.030888231392833497,-0.5322083626344021,-0.5399335668701702
Nordrhein-Westfalen,143,Dortmund II,302400,246100,56299,3356639,87393,18206,34775,142416,15510000,0.10890630266262218,0,10,0.7279301529228828,0.007112912299385036,1.4641614125006093,-0.3199417183058386,1.1324610397895,-1.211195618750337,2.6371928138637877,-0.6556687046674936,-0.4948485364475573,-0.34197663827241154
Nordrhein-Westfalen,144,Unna I,253600,232000,21599,3017840,58835,20283,20795,149581,14690000,0.09820766006377815,0,10,-0.5607114375802053,-0.49349352760204185,-0.39244024158909285,-0.558833449625229,0.1871916080165,-0.3235362746073177,0.5928964243432465,-0.29774497467525407,-0.5927241194290677,-0.5378506627417352
Nordrhein-Westfalen,145,Hamm – Unna II,321800,283700,38100,6242920,85277,18884,28640,169703,19067000,0.1123551145236089,0,10,1.240217998327799,1.3420634187031901,0.4904353749565606,1.7152138316345729,1.062421467073215,-0.9214348891745223,1.7400713296214043,0.707438737104766,-0.07028335514849363,-0.27883473474513626
Nordrhein-Westfalen,146,Soest,303000,275900,27100,7605300,61812,21376,18180,173076,16165000,0.09339827590191592,0,10,0.7437741069044781,1.0651321966300602,-0.09811269982691846,2.675846291927877,0.2857302696310466,0.14358537351416517,0.2105047892505273,0.8759351420264442,-0.41666743052939964,-0.6259023405410072
Nordrhein-Westfalen,147,Hochsauerlandkreis,263800,242700,21100,3376640,45901,22750,12662,152814,12216000,0.07994031960422475,0,10,-0.2913642198930844,-0.11360069732223563,-0.41913892243608886,-0.305838744217606,-0.24092362521243704,0.7307995953978957,-0.5963927413198837,-0.13624219462432452,-0.8880219149123073,-0.8722947250707861
Nordrhein-Westfalen,148,Siegen-Wittgenstein,280800,253300,27500,5700240,56721,23366,15163,160964,17160000,0.10660768867572873,0,10,0.15754780958545037,0.26274173267458173,-0.07671095165297377,1.3325628652727866,0.11721823527442694,0.9940630311186949,-0.23067133429621609,0.2708866817799675,-0.29790376581403044,-0.38406036694682716
Nordrhein-Westfalen,149,Olpe – Märkischer Kreis I,280600,250000,30600,3142720,64818,25863,15433,151288,13847000,0.09152741790492307,0,10,0.15226649159158526,0.14557852333594992,0.0891525966950976,-0.4707788821466784,0.38522883087166704,2.0612201723440773,-0.19118921518530435,-0.212472705715484,-0.6933449931527422,-0.660154581579623
Nordrhein-Westfalen,150,Märkischer Kreis II,272000,241000,31000,2312000,76160,24680,18224,144207,16682000,0.11568093088407637,0,10,-0.07483018214461469,-0.17395750213304595,0.1105543448690423,-1.0565307262833021,0.7606488846278603,1.5556347105620878,0.2169389123648981,-0.5662002607852744,-0.3549580690642279,-0.21794467050081148
Sachsen,151,Nordsachsen,197600,192100,5500,1679600,5335,18348,16598,116556,31302000,0.26855760321218985,1,13,-2.0394804758624376,-1.9101032405145904,-1.2538071012199319,-1.5024444712659688,-1.583657702154223,-1.1505082683082046,-0.020831182725259266,-1.9474911272214803,1.3900919592158707,2.58096825510913
Sachsen,152,Leipzig I,275200,254800,20399,7540480,22291,16542,22841,159937,33289000,0.20813820441798958,1,13,0.009670905757227148,0.3159977369194144,-0.4566454861109269,2.630140838180602,-1.0224143207849747,-1.9223487957623657,0.8920831491614888,0.21958344790669043,1.6272612072454573,1.4747914024385194
Sachsen,153,Leipzig II,285200,263700,21500,7814480,23101,16542,23671,173798,27769000,0.15977744277839792,1,13,0.2737368054504829,0.6319833621054214,-0.39773717426214417,2.8233419231351413,-0.995603331229119,-1.9223487957623657,1.0134541079098471,0.9120022645741618,0.968391429126022,0.5893877709748407
Sachsen,154,Leipzig-Land,258399,253100,5299,2248079,7235,19319,17054,159392,42824000,0.26867094960851234,1,13,-0.43398621231741186,0.25564093210860406,-1.264561479677339,-1.1016022830401602,-1.5207677266528328,-0.7355264564820748,0.045849729550947224,0.1923582653741335,2.7653632605731415,2.5830434356380305
Sachsen,155,Meißen,245200,238600,6599,2697200,8091,19013,17654,150919,49618000,0.3287723878371842,1,13,-0.78252679332254,-0.2591671089247782,-1.1950057981120188,-0.7849210258289644,-1.4924341376901014,-0.8663034229277965,0.13358777201963998,-0.23090590269624273,3.5762982737150697,3.6833989689200193
Sachsen,156,Bautzen I,259300,254100,5200,1063129,8297,18623,17891,158833,52040000,0.3276397222239711,1,13,-0.4101938747550495,0.2911449349384925,-1.2698584123503904,-1.937126464123669,-1.4856155403462663,-1.0329799487899907,0.16824429879477362,0.16443372035450168,3.865389324911677,3.662661780067478
Sachsen,157,Görlitz,260000,251000,9000,1950000,11700,17483,26520,153713,50553000,0.3288791448999109,1,13,-0.3917092617765216,0.18108252616583834,-1.0665418046979158,-1.3117817947268906,-1.372976284224566,-1.5201882551564048,1.4300635795653565,-0.09133313206144618,3.6879003104074015,3.6853535099118884
Sachsen,158,Sächsische Schweiz-Osterzgebirge,247400,240800,6599,2894580,7174,18735,15833,154371,54746000,0.3546391485447396,1,13,-0.7244322953900239,-0.18105830269902365,-1.1950057981120188,-0.6457457333168222,-1.5227868258662984,-0.9851138695680273,-0.13269718687284252,-0.05846309516892788,4.188378748750661,4.156975543982101
Sachsen,159,Dresden I,294400,274200,20199,3621120,21491,17638,20902,181068,41796000,0.23083040625621312,1,13,0.5166774331682782,1.00477539181925,-0.46734636019789927,-0.13345260826984767,-1.0488943104697708,-1.453945020518866,0.6085430419168301,1.2751712132194628,2.6426607004451017,1.8902471817168445
Sachsen,160,Dresden II – Bautzen II,296400,284800,11599,3319679,19562,17797,20747,185136,43119000,0.23290445942442312,1,13,0.5694906131069293,1.3811178218160673,-0.9274839459377102,-0.3460027113712392,-1.1127441855972346,-1.3859922830519713,0.5858773809457511,1.4783859701780713,2.8005745983530748,1.9282195821655272
Sachsen,161,Mittelsachsen,246800,239000,7800,1801640,6416,18604,16042,148887,46521000,0.31245844163694614,1,13,-0.7402762493716192,-0.24496550779282283,-1.1307470492197498,-1.4163924259818375,-1.5478766160926427,-1.041100087229431,-0.10213510207958122,-0.332413372248822,3.206638907259292,3.384718246791594
Sachsen,162,Chemnitz,248600,231500,17099,6140420,16158,18611,20385,145888,35456000,0.243035753454705,1,13,-0.6927443874268332,-0.51124552901698606,-0.6332099085459706,1.6429397031388053,-1.225416541706041,-1.0381084572780583,0.5329420953229732,-0.482226807872929,1.885915339344156,2.113706415327686
Sachsen,163,Chemnitzer Umland – Erzgebirgskreis II,219200,216500,2699,745280,5480,18445,14028,137168,36741000,0.2678540184299545,1,13,-1.469098132525005,-1.0438055714653125,-1.4036728428079797,-2.1612460686919732,-1.5788582040238537,-1.1090528246963256,-0.39664246463282654,-0.9178297283938401,2.0392935395042056,2.5680868094884772
Sachsen,164,Erzgebirgskreis I,267500,261600,5899,26750,4815,18124,16585,163962,47948000,0.29243361266634954,1,13,-0.19365983700657977,0.5574249561626557,-1.2324588574164221,-2.6678912350145465,-1.6008696954493404,-1.2462404267521316,-0.022732173645414275,0.42065016294071195,3.3769662937405305,3.0180975466847912
Sachsen,165,Zwickau,251100,243700,7400,1707480,7784,18656,16070,148817,38955000,0.26176444895408457,1,13,-0.6267279125035192,-0.0780966944923472,-1.1521487973936946,-1.48278590831512,-1.5025958337316416,-1.018876550447805,-0.09804066009770888,-0.3359101846841963,2.3035576135542835,2.4565971069861177
Sachsen,166,Vogtlandkreis,232300,226400,5900,1835170,8130,18566,15564,140831,37218000,0.2642742009926792,1,13,-1.12317180392684,-0.692315943449417,-1.232405353045987,-1.3927499720456122,-1.4911432381929675,-1.0573403641083114,-0.17203307591297312,-0.73484652909704,2.0962284822873527,2.5025464157584967
Hessen,167,Waldeck,235000,219900,15099,3783500,37365,21290,10340,140730,16410000,0.11660626732040076,0,7,-1.051874011009661,-0.9230919618436919,-0.7402186494156942,-0.018956286463577252,-0.5234651151492089,0.10683106268301465,-0.9359389656737247,-0.7398919298966514,-0.3874241161019972,-0.20100332769994583
Hessen,168,Kassel,299300,263200,36100,4459570,73927,19633,21848,165395,17286000,0.10451343752834125,0,7,0.6460697240179735,0.6142313606904772,0.38342663408683714,0.45774976282553004,0.6867366134201739,-0.6013304843776415,0.7468766888758023,0.49223490893915983,-0.28286434696565205,-0.4224025581826207
