state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,total_n_c,germans_n_c,foreigner_n_c,for_prop_c,pop_move_n_c,pop_migr_background_n_c,income_c,unemp_n_c,unemp_prop_c,votes_total_c,afd_votes_c,afd_prop_c
Bayern,230,Rottal-Inn,220000,201100,18900,8,2420000,30800,21229,6820,3,123504,20381,0.165022995206633,no,0,2,-54833.76923076925,-44799.65886287624,-10033.732441471573,-1.6454849498327757,-1390384.0234113713,-22379.662207357862,188.96989966555338,-9920.454849498328,-2.678929765886288,-32037.32775919733,725.1672240802691,0.037437922656359424
Bayern,231,Straubing,222400,207200,15200,6,2802240,23796,20576,9118,4,128207,23580,0.18392131474880466,no,0,2,-52433.76923076925,-38699.65886287624,-13733.732441471573,-3.6454849498327757,-1008144.0234113713,-29383.662207357862,-464.0301003344466,-7622.454849498328,-1.6789297658862878,-27334.32775919733,3924.167224080269,0.05633624219853109
Bayern,232,Amberg,275800,258200,17600,6,3061380,34750,21131,8549,3,168203,21540,0.1280595470948794,no,0,2,966.2307692307513,12300.34113712376,-11333.732441471573,-3.6454849498327757,-749004.0234113713,-18429.662207357862,90.96989966555338,-8191.454849498328,-2.678929765886288,12661.672240802669,1884.167224080269,4.7447454460583516e-4
Bayern,233,Regensburg,334900,302700,32199,9,5257929,62961,21814,9042,2,197663,25628,0.1296550188957974,no,0,2,60066.23076923075,56800.34113712376,3265.267558528427,-0.6454849498327757,1447544.9765886287,9781.337792642138,773.9698996655534,-7698.454849498328,-3.678929765886288,42121.67224080267,5972.167224080269,0.002069946345523821
Bayern,234,Schwandorf,271200,256700,14500,5,2657760,23594,20358,9492,3,161282,28007,0.17365236046179983,no,0,2,-3633.7692307692487,10800.34113712376,-14433.732441471573,-4.645484949832776,-1152624.0234113713,-29585.662207357862,-682.0301003344466,-7248.454849498328,-2.678929765886288,5740.672240802669,8351.167224080269,0.046067287911526256
Bayern,235,Weiden,210400,200500,9900,4,1157200,20829,20390,9257,4,129339,17407,0.13458430945035912,no,0,2,-64433.76923076925,-45399.65886287624,-19033.732441471573,-5.645484949832776,-2653184.0234113713,-32350.662207357862,-650.0301003344466,-7483.454849498328,-1.6789297658862878,-26202.32775919733,-2248.832775919731,0.006999236900085554
Bayern,236,Bamberg,234300,218000,16300,7,3163050,29287,21716,7966,3,144418,18394,0.12736639477073494,no,0,2,-40533.76923076925,-27899.65886287624,-12633.732441471573,-2.6454849498327757,-647334.0234113713,-23892.662207357862,675.9698996655534,-8774.454849498328,-2.678929765886288,-11123.327759197331,-1261.832775919731,-2.1867777953862855e-4
Bayern,237,Bayreuth,204500,193400,11099,5,1370150,28016,21698,8793,4,126522,13564,0.10720665180759077,no,0,2,-70333.76923076925,-52499.65886287624,-17834.732441471573,-4.645484949832776,-2440234.0234113713,-25163.662207357862,657.9698996655534,-7947.454849498328,-1.6789297658862878,-29019.32775919733,-6091.832775919731,-0.0203784207426828
Bayern,238,Coburg,198700,188500,10199,5,1112719,23247,24053,7351,3,122179,14210,0.11630476595814337,no,0,2,-76133.76923076925,-57399.65886287624,-18734.732441471573,-4.645484949832776,-2697665.0234113713,-29932.662207357862,3012.9698996655534,-9389.454849498328,-2.678929765886288,-33362.32775919733,-5445.832775919731,-0.011280306592130196
Bayern,239,Hof,211400,196800,14599,6,1522080,28327,21143,10358,4,125791,16606,0.1320126241146028,no,0,2,-63433.76923076925,-49099.65886287624,-14334.732441471573,-3.6454849498327757,-2288304.0234113713,-24852.662207357862,102.96989966555338,-6382.454849498328,-1.6789297658862878,-29750.32775919733,-3049.832775919731,0.004427551564329224
Bayern,240,Kulmbach,210500,202700,7800,3,1136700,18945,21623,7578,3,133911,18000,0.1344176355937899,no,0,2,-64333.76923076925,-43199.65886287624,-21133.732441471573,-6.645484949832776,-2673684.0234113713,-34234.66220735786,582.9698996655534,-9162.454849498328,-2.678929765886288,-21630.32775919733,-1655.832775919731,0.006832563043516343
Bayern,241,Ansbach,315800,291800,24000,7,4673840,45475,21613,10737,3,184421,21734,0.11784991947771675,no,0,2,40966.23076923075,45900.34113712376,-4933.732441471573,-2.6454849498327757,863455.9765886287,-7704.662207357862,572.9698996655534,-6003.454849498328,-2.678929765886288,28879.67224080267,2078.167224080269,-0.009735153072556818
Bayern,242,Erlangen,242500,215900,26599,11,3346500,49470,24270,7275,3,147370,13953,0.09468005699938929,no,0,2,-32333.76923076925,-29999.65886287624,-2334.732441471573,1.3545150501672243,-463884.0234113713,-3709.662207357862,3229.9698996655534,-9465.454849498328,-2.678929765886288,-8171.327759197331,-5702.832775919731,-0.03290501555088428
Bayern,243,Fürth,337200,304000,33199,9,4417320,69125,22885,12813,3,197343,23032,0.11671049897893515,no,0,2,62366.23076923075,58100.34113712376,4265.267558528427,-0.6454849498327757,606935.9765886287,15945.337792642138,1844.9698996655534,-3927.4548494983283,-2.678929765886288,41801.67224080267,3376.167224080269,-0.01087457357133842
Bayern,244,Nürnberg-Nord,285300,224400,60900,21,4821570,103849,21791,17973,6,145304,14503,0.09981142982987391,no,0,2,10466.230769230751,-21499.65886287624,31966.267558528427,11.354515050167224,1011185.9765886287,50669.33779264214,750.9698996655534,1232.5451505016717,0.32107023411371216,-10237.327759197331,-5152.832775919731,-0.027773642720399658
Bayern,245,Nürnberg-Süd,265100,217700,47400,17,4374150,91724,22126,15640,5,130978,18679,0.14261173632213042,no,0,2,-9733.769230769249,-28199.65886287624,18466.267558528427,7.354515050167224,563765.9765886287,38544.33779264214,1085.9698996655534,-1100.4548494983283,-0.6789297658862878,-24563.32775919733,-976.8327759197309,0.015026663771856852
Bayern,246,Roth,292800,272500,20300,6,3835680,36014,24299,7612,2,184545,21357,0.11572787125091441,no,0,2,17966.23076923075,26600.34113712376,-8633.732441471573,-3.6454849498327757,25295.97658862872,-17165.662207357862,3258.9698996655534,-9128.454849498328,-3.678929765886288,29003.67224080267,1701.167224080269,-0.01185720129935916
Bayern,247,Aschaffenburg,242700,218100,24599,10,2257110,47811,23305,9222,3,143378,16634,0.11601500927617905,no,0,2,-32133.76923076925,-27799.65886287624,-4334.732441471573,0.3545150501672243,-1553274.0234113713,-5368.662207357862,2264.9698996655534,-7518.454849498328,-2.678929765886288,-12163.327759197331,-3021.832775919731,-0.011570063274094516
Bayern,248,Bad Kissingen,267400,256500,10899,4,1791580,29146,20817,8824,3,169903,19653,0.11567188336874569,no,0,2,-7433.769230769249,10600.34113712376,-18034.732441471573,-5.645484949832776,-2018804.0234113713,-24033.662207357862,-223.03010033444662,-7916.454849498328,-2.678929765886288,14361.672240802669,-2.8327759197309206,-0.01191318918152788
Bayern,249,Main-Spessart,254600,234700,19900,7,1527600,38190,21936,6619,2,155959,16856,0.10807968761020524,no,0,2,-20233.76923076925,-11199.65886287624,-9033.732441471573,-2.6454849498327757,-2282784.0234113713,-14989.662207357862,895.9698996655534,-10121.454849498328,-3.678929765886288,417.67224080266897,-2799.832775919731,-0.01950538494006833
Bayern,250,Schweinfurt,256100,237000,19100,7,2945150,42256,21354,9219,3,154940,18904,0.12200851942687492,no,0,2,-18733.76923076925,-8899.65886287624,-9833.732441471573,-2.6454849498327757,-865234.0234113713,-10923.662207357862,313.9698996655534,-7521.454849498328,-2.678929765886288,-601.327759197331,-751.8327759197309,-0.00557655312339865
Bayern,251,Würzburg,285300,265300,20000,7,1968570,46503,23105,8559,3,181902,15769,0.0866895361238469,no,0,2,10466.230769230751,19400.34113712376,-8933.732441471573,-2.6454849498327757,-1841814.0234113713,-6676.662207357862,2064.9698996655534,-8181.454849498328,-2.678929765886288,26360.67224080267,-3886.832775919731,-0.04089553642642667
Bayern,252,Augsburg-Stadt,314100,256300,57800,18,5622390,109620,18877,16961,5,152057,21013,0.13819159920293048,no,0,2,39266.23076923075,10400.34113712376,28866.267558528427,8.354515050167224,1812005.9765886287,56440.33779264214,-2163.0301003344466,220.54515050167174,-0.6789297658862878,-3484.327759197331,1357.167224080269,0.010606526652656906
Bayern,253,Augsburg-Land,324800,299300,25500,7,4157440,49694,23625,8444,2,197838,27042,0.13668759287902224,no,0,2,49966.23076923075,53400.34113712376,-3433.732441471573,-2.6454849498327757,347055.9765886287,-3485.662207357862,2584.9698996655534,-8296.454849498328,-3.678929765886288,42296.67224080267,7386.167224080269,0.00910252032874867
Bayern,254,Donau-Ries,249800,230400,19400,7,2822740,34222,23203,5495,2,146826,21588,0.14703117976380206,no,0,2,-25033.76923076925,-15499.65886287624,-9533.732441471573,-2.6454849498327757,-987644.0234113713,-18957.662207357862,2162.9698996655534,-11245.454849498328,-3.678929765886288,-8715.327759197331,1932.167224080269,0.01944610721352849
Bayern,255,Neu-Ulm,328000,289700,38300,11,4231200,66911,23426,8200,2,180762,27326,0.15117115322910787,no,0,2,53166.23076923075,43800.34113712376,9366.267558528427,1.3545150501672243,420815.9765886287,13731.337792642138,2385.9698996655534,-8540.454849498328,-3.678929765886288,25220.67224080267,7670.167224080269,0.023586080678834304
Bayern,256,Oberallgäu,300000,268800,31199,10,4530000,52500,22864,9300,3,175341,18528,0.10566838332164183,no,0,2,25166.23076923075,22900.34113712376,2265.267558528427,0.3545150501672243,719615.9765886287,-679.6622073578619,1823.9698996655534,-7440.454849498328,-2.678929765886288,19799.67224080267,-1127.832775919731,-0.02191668922863174
Bayern,257,Ostallgäu,329200,297500,31699,9,5036760,53001,22927,9876,3,190159,25383,0.13348303262007058,no,0,2,54366.23076923075,51600.34113712376,2765.267558528427,-0.6454849498327757,1226375.9765886287,-178.66220735786192,1886.9698996655534,-6864.454849498328,-2.678929765886288,34617.67224080267,5727.167224080269,0.005897960069797009
Baden-Württemberg,258,Stuttgart I,304300,239600,64700,21,5020950,117459,23759,15215,5,159974,11455,0.07160538587520472,no,0,1,29466.23076923075,-6299.65886287624,35766.26755852843,11.354515050167224,1210565.9765886287,64279.33779264214,2718.9698996655534,-1525.4548494983283,-0.6789297658862878,4432.672240802669,-8200.832775919731,-0.05597968667506885
Baden-Württemberg,259,Stuttgart II,319500,235400,84100,26,5271750,123327,23759,15975,5,137803,14894,0.10808182695587179,no,0,1,44666.23076923075,-10499.65886287624,55166.26755852843,16.354515050167223,1461365.9765886287,70147.33779264214,2718.9698996655534,-765.4548494983283,-0.6789297658862878,-17738.32775919733,-4761.832775919731,-0.01950324559440178
Baden-Württemberg,260,Böblingen,358700,298900,59800,16,6348990,110479,23483,11119,3,194896,22854,0.11726254002134472,no,0,1,83866.23076923075,53000.34113712376,30866.267558528427,6.354515050167224,2538605.9765886287,57299.33779264214,2442.9698996655534,-5621.454849498328,-2.678929765886288,39354.67224080267,3198.167224080269,-0.010322532528928854
Baden-Württemberg,261,Esslingen,245900,204100,41800,17,3024570,66147,23606,8606,3,134380,14692,0.10933174579550528,no,0,1,-28933.76923076925,-41799.65886287624,12866.267558528427,7.354515050167224,-785814.0234113713,12967.337792642138,2565.9698996655534,-8134.454849498328,-2.678929765886288,-21161.32775919733,-4963.832775919731,-0.01825332675476829
Baden-Württemberg,262,Nürtingen,293300,250900,42400,14,4634140,79484,23600,10265,3,166609,20544,0.1233066641057806,no,0,1,18466.23076923075,5000.34113712376,13466.267558528427,4.354515050167224,823755.9765886287,26304.337792642138,2559.9698996655534,-6475.454849498328,-2.678929765886288,11067.672240802669,888.1672240802691,-0.004278408444492968
Baden-Württemberg,263,Göppingen,252700,216400,36299,14,3082939,67976,22333,9855,3,135938,19956,0.1468022186585061,no,0,1,-22133.76923076925,-29499.65886287624,7365.267558528427,4.354515050167224,-727445.0234113713,14796.337792642138,1292.9698996655534,-6885.454849498328,-2.678929765886288,-19603.32775919733,300.1672240802691,0.019217146108232525
Baden-Württemberg,264,Waiblingen,317400,270500,46899,14,4094460,78715,23752,10791,3,176892,22870,0.1292879270967596,no,0,1,42566.23076923075,24600.34113712376,17965.267558528427,4.354515050167224,284075.9765886287,25535.337792642138,2711.9698996655534,-5949.454849498328,-2.678929765886288,21350.67224080267,3214.167224080269,0.0017028545464860267
Baden-Württemberg,265,Ludwigsburg,324700,268100,56599,17,4773089,94163,23470,11364,3,173985,19780,0.11368796160588557,no,0,1,49866.23076923075,22200.34113712376,27665.267558528427,7.354515050167224,962704.9765886287,40983.33779264214,2429.9698996655534,-5376.454849498328,-2.678929765886288,18443.67224080267,124.16722408026908,-0.013897110944388003
Baden-Württemberg,266,Neckar-Zaber,322100,278100,44000,13,4219510,89543,23329,11273,3,184220,24124,0.13095212246227336,no,0,1,47266.23076923075,32200.34113712376,15066.267558528427,3.3545150501672243,409125.9765886287,36363.33779264214,2288.9698996655534,-5467.454849498328,-2.678929765886288,28678.67224080267,4468.167224080269,0.003367049911999792
Baden-Württemberg,267,Heilbronn,351700,294800,56899,16,6365770,111840,29506,14771,4,183282,30088,0.16416232908850842,no,0,1,76866.23076923075,48900.34113712376,27965.267558528427,6.354515050167224,2555385.9765886287,58660.33779264214,8465.969899665553,-1969.4548494983283,-1.6789297658862878,27740.67224080267,10432.167224080269,0.03657725653823485
Baden-Württemberg,268,Schwäbisch Hall – Hohenlohe,301800,274600,27199,9,4164840,73035,21905,9355,3,169459,24801,0.14635398532978477,no,0,1,26966.23076923075,28700.34113712376,-1734.732441471573,-0.6454849498327757,354455.9765886287,19855.337792642138,864.9698996655534,-7385.454849498328,-2.678929765886288,13917.672240802669,5145.167224080269,0.018768912779511204
Baden-Württemberg,269,Backnang – Schwäbisch Gmünd,241500,213600,27900,11,3067049,56028,22927,7969,3,135304,19437,0.14365428959971618,no,0,1,-33333.76923076925,-32299.65886287624,-1033.732441471573,1.3545150501672243,-743335.0234113713,2848.337792642138,1886.9698996655534,-8771.454849498328,-2.678929765886288,-20237.32775919733,-218.83277591973092,0.016069217049442613
Baden-Württemberg,270,Aalen – Heidenheim,303800,270500,33300,11,5468400,70481,22109,12455,4,168210,20614,0.12254919445930681,no,0,1,28966.23076923075,24600.34113712376,4366.267558528427,1.3545150501672243,1658015.9765886287,17301.337792642138,1068.9698996655534,-4285.454849498328,-1.6789297658862878,12668.672240802669,958.1672240802691,-0.0050358780909667555
Baden-Württemberg,271,Karlsruhe-Stadt,307800,252300,55500,18,7695000,93878,21417,14466,4,160690,16712,0.1040014935590267,no,0,1,32966.23076923075,6400.34113712376,26566.267558528427,8.354515050167224,3884615.9765886287,40698.33779264214,376.9698996655534,-2274.4548494983283,-1.6789297658862878,5148.672240802669,-2943.832775919731,-0.02358357899124687
Baden-Württemberg,272,Karlsruhe-Land,281100,250100,31000,11,3176430,58187,22619,9276,3,167216,20887,0.12491029566548656,no,0,1,6266.230769230751,4200.34113712376,2066.267558528427,1.3545150501672243,-633954.0234113713,5007.337792642138,1578.9698996655534,-7464.454849498328,-2.678929765886288,11674.672240802669,1231.167224080269,-0.0026747768847870113
Baden-Württemberg,273,Rastatt,281600,245800,35800,12,4336640,68428,23075,9856,3,155235,19700,0.12690437079266917,no,0,1,6766.230769230751,-99.65886287624016,6866.267558528427,2.3545150501672243,526255.9765886287,15248.337792642138,2034.9698996655534,-6884.454849498328,-2.678929765886288,-306.32775919733103,44.16722408026908,-6.807017576044017e-4
Baden-Württemberg,274,Heidelberg,317100,269300,47800,15,3488100,81494,22796,13635,4,177832,16849,0.0947467272481893,no,0,1,42266.23076923075,23400.34113712376,18866.267558528427,5.354515050167224,-322284.0234113713,28314.337792642138,1755.9698996655534,-3105.4548494983283,-1.6789297658862878,22290.67224080267,-2806.832775919731,-0.032838345302084265
Baden-Württemberg,275,Mannheim,305800,236600,69200,22,6085420,111311,19846,17430,5,142721,18308,0.1282782491714604,no,0,1,30966.23076923075,-9299.65886287624,40266.26755852843,12.354515050167224,2275035.9765886287,58131.33779264214,-1194.0301003344466,689.5451505016717,-0.6789297658862878,-12820.327759197331,-1347.832775919731,6.931766211868418e-4
Baden-Württemberg,276,Odenwald – Tauber,275100,253300,21800,7,4098990,49793,21164,9903,3,161214,22288,0.13825102038284517,no,0,1,266.2307692307513,7400.34113712376,-7133.732441471573,-2.6454849498327757,288605.9765886287,-3386.662207357862,123.96989966555338,-6837.454849498328,-2.678929765886288,5672.672240802669,2632.167224080269,0.010665947832571604
Baden-Württemberg,277,Rhein-Neckar,268900,239000,29899,11,3925939,56737,23240,11024,4,154652,20942,0.1354137030235626,no,0,1,-5933.769230769249,-6899.65886287624,965.2675585284269,1.3545150501672243,115554.97658862872,3557.337792642138,2199.9698996655534,-5716.454849498328,-1.6789297658862878,-889.327759197331,1286.167224080269,0.007828630473289022
Baden-Württemberg,278,Bruchsal – Schwetzingen,266800,235300,31500,11,3841920,55761,22879,9604,3,152694,22794,0.1492789500569767,no,0,1,-8033.769230769249,-10599.65886287624,2566.267558528427,1.3545150501672243,31535.97658862872,2581.337792642138,1838.9698996655534,-7136.454849498328,-2.678929765886288,-2847.327759197331,3138.167224080269,0.021693877506703124
Baden-Württemberg,279,Pforzheim,318300,267400,50900,16,5665740,98991,22911,13686,4,166072,27105,0.16321234163495352,no,0,1,43466.23076923075,21500.34113712376,21966.267558528427,6.354515050167224,1855355.9765886287,45811.33779264214,1870.9698996655534,-3054.4548494983283,-1.6789297658862878,10530.672240802669,7449.167224080269,0.03562726908467995
Baden-Württemberg,280,Calw,271600,239900,31700,11,4209800,62468,22863,9234,3,151600,22714,0.14982849604221635,no,0,1,-3233.7692307692487,-5999.65886287624,2766.267558528427,1.3545150501672243,399415.9765886287,9288.337792642138,1822.9698996655534,-7506.454849498328,-2.678929765886288,-3941.327759197331,3058.167224080269,0.022243423491942776
Baden-Württemberg,281,Freiburg,313800,268900,44900,14,5114940,79391,21003,15062,4,179518,14101,0.07854922626143339,no,0,1,38966.23076923075,23000.34113712376,15966.267558528427,4.354515050167224,1304555.9765886287,26211.337792642138,-37.030100334446615,-1678.4548494983283,-1.6789297658862878,23976.67224080267,-5554.832775919731,-0.04903584628884018
Baden-Württemberg,282,Lörrach – Müllheim,318700,278300,40399,12,5704730,70432,23142,10517,3,175691,18457,0.10505375915670126,no,0,1,43866.23076923075,32400.34113712376,11465.267558528427,2.3545150501672243,1894345.9765886287,17252.337792642138,2101.9698996655534,-6223.454849498328,-2.678929765886288,20149.67224080267,-1198.832775919731,-0.02253131339357231
Baden-Württemberg,283,Emmendingen – Lahr,289200,263200,26000,9,4424760,52345,21513,9254,3,166443,19139,0.1149883143178145,no,0,1,14366.230769230751,17300.34113712376,-2933.732441471573,-0.6454849498327757,614375.9765886287,-834.6622073578619,472.9698996655534,-7486.454849498328,-2.678929765886288,10901.672240802669,-516.8327759197309,-0.012596758232459065
Baden-Württemberg,284,Offenburg,272300,246200,26100,9,3104220,57727,21662,9530,3,153635,17799,0.1158525075666352,no,0,1,-2533.7692307692487,300.34113712375984,-2833.732441471573,-0.6454849498327757,-706164.0234113713,4547.337792642138,621.9698996655534,-7210.454849498328,-2.678929765886288,-1906.327759197331,-1856.832775919731,-0.011732564983638366
Baden-Württemberg,285,Rottweil – Tuttlingen,274100,242700,31400,11,3919630,72362,23526,7948,2,150048,20927,0.1394687033482619,no,0,1,-733.7692307692487,-3199.65886287624,2466.267558528427,1.3545150501672243,109245.97658862872,19182.337792642138,2485.9698996655534,-8792.454849498328,-3.678929765886288,-5493.327759197331,1271.167224080269,0.01188363079798832
Baden-Württemberg,286,Schwarzwald-Baar,230300,200300,30000,13,4145400,59878,22805,7830,3,123726,15348,0.12404830027641725,no,0,1,-44533.76923076925,-45599.65886287624,1066.267558528427,3.3545150501672243,335015.9765886287,6698.337792642138,1764.9698996655534,-8910.454849498328,-2.678929765886288,-31815.32775919733,-4307.832775919731,-0.00353677227385632
Baden-Württemberg,287,Konstanz,280300,243100,37200,13,4765100,66711,22339,10371,3,157257,16188,0.10293977374616074,no,0,1,5466.230769230751,-2799.65886287624,8266.267558528427,3.3545150501672243,954715.9765886287,13531.337792642138,1298.9698996655534,-6369.454849498328,-2.678929765886288,1715.672240802669,-3467.832775919731,-0.024645298804112828
Baden-Württemberg,288,Waldshut,245800,215600,30200,12,4154019,51618,22429,8357,3,135128,13299,0.09841779645965307,no,0,1,-29033.76923076925,-30299.65886287624,1266.267558528427,2.3545150501672243,343634.9765886287,-1561.662207357862,1388.9698996655534,-8383.454849498328,-2.678929765886288,-20413.32775919733,-6356.832775919731,-0.029167276090620503
Baden-Württemberg,289,Reutlingen,282100,242800,39300,13,4400760,73346,23126,10437,3,156066,20174,0.1292658234336755,no,0,1,7266.230769230751,-3099.65886287624,10366.267558528427,3.3545150501672243,590375.9765886287,20166.337792642138,2085.9698996655534,-6303.454849498328,-2.678929765886288,524.672240802669,518.1672240802691,0.0016807508834019158
Baden-Württemberg,290,Tübingen,270900,238000,32899,12,3467520,60681,21953,8397,3,158407,15885,0.10027965935848794,no,0,1,-3933.7692307692487,-7899.65886287624,3965.267558528427,2.3545150501672243,-342864.0234113713,7501.337792642138,912.9698996655534,-8343.454849498328,-2.678929765886288,2865.672240802669,-3770.832775919731,-0.02730541319178563
Baden-Württemberg,291,Ulm,314700,271300,43399,13,4846380,79619,22957,10385,3,175842,20430,0.11618384686252431,no,0,1,39866.23076923075,25400.34113712376,14465.267558528427,3.3545150501672243,1035995.9765886287,26439.337792642138,1916.9698996655534,-6355.454849498328,-2.678929765886288,20300.67224080267,774.1672240802691,-0.011401225687749261
Baden-Württemberg,292,Biberach,222800,203600,19200,8,4077240,42332,21938,5792,2,130272,16235,0.12462386391549987,no,0,1,-52033.76923076925,-42299.65886287624,-9733.732441471573,-1.6454849498327757,266855.9765886287,-10847.662207357862,897.9698996655534,-10948.454849498328,-3.678929765886288,-25269.32775919733,-3420.832775919731,-0.0029612086347736988
Baden-Württemberg,293,Bodensee,233300,206500,26800,11,3172880,52259,23541,7232,3,135934,14163,0.104190268806921,no,0,1,-41533.76923076925,-39399.65886287624,-2133.732441471573,1.3545150501672243,-637504.0234113713,-920.6622073578619,2500.9698996655534,-9508.454849498328,-2.678929765886288,-19607.32775919733,-5492.832775919731,-0.023394803743352566
Baden-Württemberg,294,Ravensburg,250500,226500,24000,9,3632250,50350,22091,7515,3,144785,14899,0.10290430638532998,no,0,1,-24333.76923076925,-19399.65886287624,-4933.732441471573,-0.6454849498327757,-178134.02341137128,-2829.662207357862,1050.9698996655534,-9225.454849498328,-2.678929765886288,-10756.327759197331,-4756.832775919731,-0.024680766164943593
Baden-Württemberg,295,Zollernalb – Sigmaringen,249100,221000,28099,11,5455290,55549,22823,8469,3,137726,18813,0.1365973018892584,no,0,1,-25733.76923076925,-24899.65886287624,-834.7324414715731,1.3545150501672243,1644905.9765886287,2369.337792642138,1782.9698996655534,-8271.454849498328,-2.678929765886288,-17815.32775919733,-842.8327759197309,0.009012229338984823
Saarland,296,Saarbrücken,269800,235000,34800,12,3129680,53960,18923,25361,9,145431,14043,0.09656125585329126,no,0,12,-5033.769230769249,-10899.65886287624,5866.267558528427,2.3545150501672243,-680704.0234113713,780.3377926421381,-2117.0301003344466,8620.545150501672,3.321070234113712,-10110.327759197331,-5612.832775919731,-0.031023816696982315
Saarland,297,Saarlouis,265500,240800,24699,9,3902850,42745,18991,14602,5,157540,15497,0.09836866827472387,no,0,12,-9333.769230769249,-5099.65886287624,-4234.732441471573,-0.6454849498327757,92465.97658862872,-10434.662207357862,-2049.0301003344466,-2138.4548494983283,-0.6789297658862878,1998.672240802669,-4158.832775919731,-0.029216404275549696
Saarland,298,St. Wendel,216700,205500,11199,5,2188669,28387,21924,13218,6,138710,12628,0.09103885804916732,no,0,12,-58133.76923076925,-40399.65886287624,-17734.732441471573,-4.645484949832776,-1621715.0234113713,-24792.662207357862,883.9698996655534,-3522.4548494983283,0.32107023411371216,-16831.32775919733,-7027.832775919731,-0.03654621450110625
Saarland,299,Homburg,243700,223000,20699,8,3216839,37773,20506,16815,6,143523,16744,0.11666422803313754,no,0,12,-31133.76923076925,-22899.65886287624,-8234.732441471573,-1.6454849498327757,-593545.0234113713,-15406.662207357862,-534.0301003344466,74.54515050167174,0.32107023411371216,-12018.327759197331,-2911.832775919731,-0.010920844517136027
