Jahr,Bundesland,Wert,Indikator
2011,Deutschland,5.45,precipGE20mm_days
2012,Deutschland,4.01,precipGE20mm_days
2013,Deutschland,6.05,precipGE20mm_days
2014,Deutschland,5.05,precipGE20mm_days
2015,Deutschland,4.23,precipGE20mm_days
2016,Deutschland,4.44,precipGE20mm_days
2017,Deutschland,5.68,precipGE20mm_days
2018,Deutschland,4.07,precipGE20mm_days
2019,Deutschland,4.27,precipGE20mm_days
2020,Deutschland,4.48,precipGE20mm_days
2021,Deutschland,5.22,precipGE20mm_days
2022,Deutschland,3.9,precipGE20mm_days
2023,Deutschland,6.42,precipGE20mm_days
2024,Deutschland,6.81,precipGE20mm_days
2025,Deutschland,3.71,precipGE20mm_days
1951,Hessen,3.29,precipGE20mm_days
1952,Hessen,3.29,precipGE20mm_days
1953,Hessen,3.08,precipGE20mm_days
1954,Hessen,3.63,precipGE20mm_days
1955,Hessen,3.7,precipGE20mm_days
1956,Hessen,5.59,precipGE20mm_days
1957,Hessen,3.62,precipGE20mm_days
1958,Hessen,4.8,precipGE20mm_days
1959,Hessen,1.82,precipGE20mm_days
1960,Hessen,5.68,precipGE20mm_days
1961,Hessen,5.46,precipGE20mm_days
1962,Hessen,3.43,precipGE20mm_days
1963,Hessen,3.95,precipGE20mm_days
1964,Hessen,2.68,precipGE20mm_days
1965,Hessen,6.17,precipGE20mm_days
1966,Hessen,7.22,precipGE20mm_days
1967,Hessen,6.03,precipGE20mm_days
1968,Hessen,4.98,precipGE20mm_days
1969,Hessen,3.77,precipGE20mm_days
1970,Hessen,3.53,precipGE20mm_days
1971,Hessen,3.62,precipGE20mm_days
1972,Hessen,5.94,precipGE20mm_days
1973,Hessen,2.72,precipGE20mm_days
1974,Hessen,3.42,precipGE20mm_days
1975,Hessen,2.57,precipGE20mm_days
1976,Hessen,1.97,precipGE20mm_days
1977,Hessen,5.41,precipGE20mm_days
1978,Hessen,3.75,precipGE20mm_days
1979,Hessen,4.73,precipGE20mm_days
1980,Hessen,3.9,precipGE20mm_days
1981,Hessen,8.41,precipGE20mm_days
1982,Hessen,4.61,precipGE20mm_days
1983,Hessen,4.02,precipGE20mm_days
1984,Hessen,7.73,precipGE20mm_days
1985,Hessen,2.94,precipGE20mm_days
1986,Hessen,6.06,precipGE20mm_days
1987,Hessen,5.59,precipGE20mm_days
1988,Hessen,3.89,precipGE20mm_days
1989,Hessen,4.69,precipGE20mm_days
1990,Hessen,4.88,precipGE20mm_days
1991,Hessen,2.68,precipGE20mm_days
1992,Hessen,5.55,precipGE20mm_days
1993,Hessen,5.31,precipGE20mm_days
1994,Hessen,4.77,precipGE20mm_days
1995,Hessen,4.95,precipGE20mm_days
1996,Hessen,3.63,precipGE20mm_days
1997,Hessen,2.68,precipGE20mm_days
1998,Hessen,4.99,precipGE20mm_days
1999,Hessen,4.11,precipGE20mm_days
2000,Hessen,2.99,precipGE20mm_days
2001,Hessen,2.8,precipGE20mm_days
2002,Hessen,8.74,precipGE20mm_days
2003,Hessen,2.47,precipGE20mm_days
2004,Hessen,5.68,precipGE20mm_days
2005,Hessen,4.4,precipGE20mm_days
2006,Hessen,4.26,precipGE20mm_days
2007,Hessen,7.25,precipGE20mm_days
2008,Hessen,3.12,precipGE20mm_days
2009,Hessen,3.23,precipGE20mm_days
2010,Hessen,4.18,precipGE20mm_days
2011,Hessen,3.82,precipGE20mm_days
2012,Hessen,3.15,precipGE20mm_days
2013,Hessen,4.68,precipGE20mm_days
2014,Hessen,5,precipGE20mm_days
2015,Hessen,2.58,precipGE20mm_days
2016,Hessen,3.47,precipGE20mm_days
2017,Hessen,6,precipGE20mm_days
2018,Hessen,3.74,precipGE20mm_days
2019,Hessen,3.12,precipGE20mm_days
2020,Hessen,3.14,precipGE20mm_days
2021,Hessen,3.38,precipGE20mm_days
2022,Hessen,3.51,precipGE20mm_days
2023,Hessen,6.26,precipGE20mm_days
2024,Hessen,6.23,precipGE20mm_days
2025,Hessen,2.43,precipGE20mm_days
1951,Mecklenburg-Vorpommern,2.88,precipGE20mm_days
1952,Mecklenburg-Vorpommern,1.63,precipGE20mm_days
1953,Mecklenburg-Vorpommern,2.04,precipGE20mm_days
1954,Mecklenburg-Vorpommern,3.33,precipGE20mm_days
1955,Mecklenburg-Vorpommern,4.03,precipGE20mm_days
1956,Mecklenburg-Vorpommern,2.4,precipGE20mm_days
1957,Mecklenburg-Vorpommern,2.2,precipGE20mm_days
1958,Mecklenburg-Vorpommern,2.04,precipGE20mm_days
1959,Mecklenburg-Vorpommern,2.79,precipGE20mm_days
1960,Mecklenburg-Vorpommern,3.68,precipGE20mm_days
1961,Mecklenburg-Vorpommern,2.23,precipGE20mm_days
1962,Mecklenburg-Vorpommern,1.33,precipGE20mm_days
1963,Mecklenburg-Vorpommern,2.13,precipGE20mm_days
1964,Mecklenburg-Vorpommern,1.37,precipGE20mm_days
1965,Mecklenburg-Vorpommern,2.58,precipGE20mm_days
1966,Mecklenburg-Vorpommern,3.2,precipGE20mm_days
1967,Mecklenburg-Vorpommern,2.87,precipGE20mm_days
1968,Mecklenburg-Vorpommern,4.21,precipGE20mm_days
1969,Mecklenburg-Vorpommern,2.84,precipGE20mm_days
1970,Mecklenburg-Vorpommern,2.66,precipGE20mm_days
1971,Mecklenburg-Vorpommern,1.85,precipGE20mm_days
1972,Mecklenburg-Vorpommern,3.71,precipGE20mm_days
1973,Mecklenburg-Vorpommern,1.5,precipGE20mm_days
1974,Mecklenburg-Vorpommern,1.4,precipGE20mm_days
1975,Mecklenburg-Vorpommern,2.09,precipGE20mm_days
1976,Mecklenburg-Vorpommern,1.73,precipGE20mm_days
1977,Mecklenburg-Vorpommern,2.11,precipGE20mm_days
1978,Mecklenburg-Vorpommern,2.11,precipGE20mm_days
1979,Mecklenburg-Vorpommern,2.67,precipGE20mm_days
1980,Mecklenburg-Vorpommern,3.29,precipGE20mm_days
1981,Mecklenburg-Vorpommern,4.02,precipGE20mm_days
1982,Mecklenburg-Vorpommern,0.64,precipGE20mm_days
1983,Mecklenburg-Vorpommern,2.15,precipGE20mm_days
1984,Mecklenburg-Vorpommern,2.61,precipGE20mm_days
1985,Mecklenburg-Vorpommern,0.9,precipGE20mm_days
1986,Mecklenburg-Vorpommern,2.22,precipGE20mm_days
1987,Mecklenburg-Vorpommern,2.74,precipGE20mm_days
1988,Mecklenburg-Vorpommern,1.32,precipGE20mm_days
1989,Mecklenburg-Vorpommern,1.66,precipGE20mm_days
1990,Mecklenburg-Vorpommern,2.58,precipGE20mm_days
1991,Mecklenburg-Vorpommern,1.93,precipGE20mm_days
1992,Mecklenburg-Vorpommern,1.38,precipGE20mm_days
1993,Mecklenburg-Vorpommern,3.59,precipGE20mm_days
1994,Mecklenburg-Vorpommern,3.36,precipGE20mm_days
1995,Mecklenburg-Vorpommern,2.59,precipGE20mm_days
1996,Mecklenburg-Vorpommern,2.47,precipGE20mm_days
1997,Mecklenburg-Vorpommern,2.34,precipGE20mm_days
1998,Mecklenburg-Vorpommern,3.4,precipGE20mm_days
1999,Mecklenburg-Vorpommern,2.02,precipGE20mm_days
2000,Mecklenburg-Vorpommern,2.03,precipGE20mm_days
2001,Mecklenburg-Vorpommern,2.83,precipGE20mm_days
2002,Mecklenburg-Vorpommern,4.19,precipGE20mm_days
2003,Mecklenburg-Vorpommern,1.56,precipGE20mm_days
2004,Mecklenburg-Vorpommern,1.52,precipGE20mm_days
2005,Mecklenburg-Vorpommern,2.38,precipGE20mm_days
2006,Mecklenburg-Vorpommern,2.25,precipGE20mm_days
2007,Mecklenburg-Vorpommern,5.23,precipGE20mm_days
2008,Mecklenburg-Vorpommern,2.56,precipGE20mm_days
2009,Mecklenburg-Vorpommern,1.56,precipGE20mm_days
2010,Mecklenburg-Vorpommern,4.29,precipGE20mm_days
2011,Mecklenburg-Vorpommern,5.97,precipGE20mm_days
2012,Mecklenburg-Vorpommern,1.52,precipGE20mm_days
2013,Mecklenburg-Vorpommern,3.1,precipGE20mm_days
2014,Mecklenburg-Vorpommern,3.29,precipGE20mm_days
2015,Mecklenburg-Vorpommern,1.61,precipGE20mm_days
2016,Mecklenburg-Vorpommern,1.41,precipGE20mm_days
2017,Mecklenburg-Vorpommern,5.1,precipGE20mm_days
2018,Mecklenburg-Vorpommern,1.97,precipGE20mm_days
2019,Mecklenburg-Vorpommern,2.52,precipGE20mm_days
2020,Mecklenburg-Vorpommern,2.32,precipGE20mm_days
2021,Mecklenburg-Vorpommern,4.2,precipGE20mm_days
2022,Mecklenburg-Vorpommern,2.43,precipGE20mm_days
2023,Mecklenburg-Vorpommern,2.58,precipGE20mm_days
2024,Mecklenburg-Vorpommern,3.93,precipGE20mm_days
2025,Mecklenburg-Vorpommern,2.19,precipGE20mm_days
1951,Niedersachsen,4.45,precipGE20mm_days
1952,Niedersachsen,2.55,precipGE20mm_days
1953,Niedersachsen,2.22,precipGE20mm_days
1954,Niedersachsen,5.29,precipGE20mm_days
1955,Niedersachsen,4.19,precipGE20mm_days
1956,Niedersachsen,4.33,precipGE20mm_days
1957,Niedersachsen,4.28,precipGE20mm_days
1958,Niedersachsen,3.65,precipGE20mm_days
1959,Niedersachsen,1.12,precipGE20mm_days
1960,Niedersachsen,5.77,precipGE20mm_days
1961,Niedersachsen,5.74,precipGE20mm_days
1962,Niedersachsen,2.85,precipGE20mm_days
1963,Niedersachsen,2.85,precipGE20mm_days
1964,Niedersachsen,2.06,precipGE20mm_days
1965,Niedersachsen,4.32,precipGE20mm_days
1966,Niedersachsen,4.78,precipGE20mm_days
1967,Niedersachsen,4.28,precipGE20mm_days
1968,Niedersachsen,4.42,precipGE20mm_days
1969,Niedersachsen,3.17,precipGE20mm_days
1970,Niedersachsen,4.39,precipGE20mm_days
1971,Niedersachsen,2.66,precipGE20mm_days
1972,Niedersachsen,3.6,precipGE20mm_days
1973,Niedersachsen,1.92,precipGE20mm_days
1974,Niedersachsen,2.31,precipGE20mm_days
1975,Niedersachsen,2.4,precipGE20mm_days
1976,Niedersachsen,1.93,precipGE20mm_days
1977,Niedersachsen,3.57,precipGE20mm_days
1978,Niedersachsen,2.83,precipGE20mm_days
1979,Niedersachsen,2.31,precipGE20mm_days
1980,Niedersachsen,3.25,precipGE20mm_days
1981,Niedersachsen,5.23,precipGE20mm_days
1982,Niedersachsen,2.29,precipGE20mm_days
1983,Niedersachsen,3.46,precipGE20mm_days
1984,Niedersachsen,4.34,precipGE20mm_days
1985,Niedersachsen,1.67,precipGE20mm_days
1986,Niedersachsen,4.28,precipGE20mm_days
1987,Niedersachsen,2.87,precipGE20mm_days
1988,Niedersachsen,2.55,precipGE20mm_days
1989,Niedersachsen,3.65,precipGE20mm_days
1990,Niedersachsen,3.75,precipGE20mm_days
1991,Niedersachsen,3.67,precipGE20mm_days
1992,Niedersachsen,4.16,precipGE20mm_days
1993,Niedersachsen,6,precipGE20mm_days
1994,Niedersachsen,6.39,precipGE20mm_days
1995,Niedersachsen,3.46,precipGE20mm_days
1996,Niedersachsen,2.81,precipGE20mm_days
1997,Niedersachsen,3.4,precipGE20mm_days
1998,Niedersachsen,4.59,precipGE20mm_days
1999,Niedersachsen,2.2,precipGE20mm_days
2000,Niedersachsen,2.78,precipGE20mm_days
2001,Niedersachsen,4.38,precipGE20mm_days
2002,Niedersachsen,6.91,precipGE20mm_days
2003,Niedersachsen,3.34,precipGE20mm_days
2004,Niedersachsen,3.4,precipGE20mm_days
2005,Niedersachsen,3.18,precipGE20mm_days
2006,Niedersachsen,2.52,precipGE20mm_days
2007,Niedersachsen,6.24,precipGE20mm_days
2008,Niedersachsen,5.82,precipGE20mm_days
2009,Niedersachsen,3.08,precipGE20mm_days
2010,Niedersachsen,3.88,precipGE20mm_days
2011,Niedersachsen,3.91,precipGE20mm_days
2012,Niedersachsen,2.47,precipGE20mm_days
2013,Niedersachsen,4.07,precipGE20mm_days
2014,Niedersachsen,3.26,precipGE20mm_days
2015,Niedersachsen,4.05,precipGE20mm_days
2016,Niedersachsen,2.96,precipGE20mm_days
2017,Niedersachsen,4.71,precipGE20mm_days
2018,Niedersachsen,1.73,precipGE20mm_days
2019,Niedersachsen,3.31,precipGE20mm_days
2020,Niedersachsen,3.17,precipGE20mm_days
2021,Niedersachsen,3.12,precipGE20mm_days
2022,Niedersachsen,2.36,precipGE20mm_days
2023,Niedersachsen,6.92,precipGE20mm_days
2024,Niedersachsen,5.94,precipGE20mm_days
2025,Niedersachsen,2.34,precipGE20mm_days
1951,Niedersachsen/Hamburg/Bremen,4.47,precipGE20mm_days
1952,Niedersachsen/Hamburg/Bremen,2.53,precipGE20mm_days
1953,Niedersachsen/Hamburg/Bremen,2.21,precipGE20mm_days
1954,Niedersachsen/Hamburg/Bremen,5.3,precipGE20mm_days
1955,Niedersachsen/Hamburg/Bremen,4.22,precipGE20mm_days
1956,Niedersachsen/Hamburg/Bremen,4.28,precipGE20mm_days
1957,Niedersachsen/Hamburg/Bremen,4.25,precipGE20mm_days
1958,Niedersachsen/Hamburg/Bremen,3.65,precipGE20mm_days
1959,Niedersachsen/Hamburg/Bremen,1.12,precipGE20mm_days
1960,Niedersachsen/Hamburg/Bremen,5.76,precipGE20mm_days
1961,Niedersachsen/Hamburg/Bremen,5.71,precipGE20mm_days
1962,Niedersachsen/Hamburg/Bremen,2.84,precipGE20mm_days
1963,Niedersachsen/Hamburg/Bremen,2.86,precipGE20mm_days
1964,Niedersachsen/Hamburg/Bremen,2.04,precipGE20mm_days
1965,Niedersachsen/Hamburg/Bremen,4.34,precipGE20mm_days
1966,Niedersachsen/Hamburg/Bremen,4.75,precipGE20mm_days
1967,Niedersachsen/Hamburg/Bremen,4.28,precipGE20mm_days
1968,Niedersachsen/Hamburg/Bremen,4.43,precipGE20mm_days
1969,Niedersachsen/Hamburg/Bremen,3.16,precipGE20mm_days
1970,Niedersachsen/Hamburg/Bremen,4.4,precipGE20mm_days
1971,Niedersachsen/Hamburg/Bremen,2.67,precipGE20mm_days
1972,Niedersachsen/Hamburg/Bremen,3.58,precipGE20mm_days
1973,Niedersachsen/Hamburg/Bremen,1.91,precipGE20mm_days
1974,Niedersachsen/Hamburg/Bremen,2.31,precipGE20mm_days
1975,Niedersachsen/Hamburg/Bremen,2.39,precipGE20mm_days
1976,Niedersachsen/Hamburg/Bremen,1.94,precipGE20mm_days
1977,Niedersachsen/Hamburg/Bremen,3.56,precipGE20mm_days
1978,Niedersachsen/Hamburg/Bremen,2.85,precipGE20mm_days
1979,Niedersachsen/Hamburg/Bremen,2.29,precipGE20mm_days
1980,Niedersachsen/Hamburg/Bremen,3.25,precipGE20mm_days
1981,Niedersachsen/Hamburg/Bremen,5.21,precipGE20mm_days
1982,Niedersachsen/Hamburg/Bremen,2.27,precipGE20mm_days
1983,Niedersachsen/Hamburg/Bremen,3.44,precipGE20mm_days
1984,Niedersachsen/Hamburg/Bremen,4.32,precipGE20mm_days
1985,Niedersachsen/Hamburg/Bremen,1.67,precipGE20mm_days
1986,Niedersachsen/Hamburg/Bremen,4.26,precipGE20mm_days
1987,Niedersachsen/Hamburg/Bremen,2.85,precipGE20mm_days
1988,Niedersachsen/Hamburg/Bremen,2.53,precipGE20mm_days
1989,Niedersachsen/Hamburg/Bremen,3.66,precipGE20mm_days
1990,Niedersachsen/Hamburg/Bremen,3.77,precipGE20mm_days
1991,Niedersachsen/Hamburg/Bremen,3.68,precipGE20mm_days
1992,Niedersachsen/Hamburg/Bremen,4.15,precipGE20mm_days
1993,Niedersachsen/Hamburg/Bremen,6.01,precipGE20mm_days
1994,Niedersachsen/Hamburg/Bremen,6.35,precipGE20mm_days
1995,Niedersachsen/Hamburg/Bremen,3.46,precipGE20mm_days
1996,Niedersachsen/Hamburg/Bremen,2.79,precipGE20mm_days
1997,Niedersachsen/Hamburg/Bremen,3.39,precipGE20mm_days
1998,Niedersachsen/Hamburg/Bremen,4.59,precipGE20mm_days
1999,Niedersachsen/Hamburg/Bremen,2.19,precipGE20mm_days
2000,Niedersachsen/Hamburg/Bremen,2.76,precipGE20mm_days
2001,Niedersachsen/Hamburg/Bremen,4.41,precipGE20mm_days
2002,Niedersachsen/Hamburg/Bremen,6.93,precipGE20mm_days
2003,Niedersachsen/Hamburg/Bremen,3.31,precipGE20mm_days
2004,Niedersachsen/Hamburg/Bremen,3.41,precipGE20mm_days
2005,Niedersachsen/Hamburg/Bremen,3.19,precipGE20mm_days
2006,Niedersachsen/Hamburg/Bremen,2.52,precipGE20mm_days
2007,Niedersachsen/Hamburg/Bremen,6.24,precipGE20mm_days
2008,Niedersachsen/Hamburg/Bremen,5.83,precipGE20mm_days
2009,Niedersachsen/Hamburg/Bremen,3.08,precipGE20mm_days
2010,Niedersachsen/Hamburg/Bremen,3.88,precipGE20mm_days
2011,Niedersachsen/Hamburg/Bremen,3.92,precipGE20mm_days
2012,Niedersachsen/Hamburg/Bremen,2.46,precipGE20mm_days
2013,Niedersachsen/Hamburg/Bremen,4.08,precipGE20mm_days
2014,Niedersachsen/Hamburg/Bremen,3.26,precipGE20mm_days
2015,Niedersachsen/Hamburg/Bremen,4.06,precipGE20mm_days
2016,Niedersachsen/Hamburg/Bremen,2.96,precipGE20mm_days
2017,Niedersachsen/Hamburg/Bremen,4.72,precipGE20mm_days
2018,Niedersachsen/Hamburg/Bremen,1.74,precipGE20mm_days
2019,Niedersachsen/Hamburg/Bremen,3.3,precipGE20mm_days
2020,Niedersachsen/Hamburg/Bremen,3.16,precipGE20mm_days
2021,Niedersachsen/Hamburg/Bremen,3.11,precipGE20mm_days
2022,Niedersachsen/Hamburg/Bremen,2.38,precipGE20mm_days
2023,Niedersachsen/Hamburg/Bremen,6.91,precipGE20mm_days
2024,Niedersachsen/Hamburg/Bremen,5.96,precipGE20mm_days
2025,Niedersachsen/Hamburg/Bremen,2.36,precipGE20mm_days
1951,Nordrhein-Westfalen,4.84,precipGE20mm_days
1952,Nordrhein-Westfalen,5.11,precipGE20mm_days
1953,Nordrhein-Westfalen,3.77,precipGE20mm_days
1954,Nordrhein-Westfalen,7.08,precipGE20mm_days
1955,Nordrhein-Westfalen,3.57,precipGE20mm_days
1956,Nordrhein-Westfalen,6.77,precipGE20mm_days
1957,Nordrhein-Westfalen,5.48,precipGE20mm_days
1958,Nordrhein-Westfalen,5.92,precipGE20mm_days
1959,Nordrhein-Westfalen,2.04,precipGE20mm_days
1960,Nordrhein-Westfalen,7.83,precipGE20mm_days
1961,Nordrhein-Westfalen,6.29,precipGE20mm_days
1962,Nordrhein-Westfalen,3.9,precipGE20mm_days
1963,Nordrhein-Westfalen,3.38,precipGE20mm_days
1964,Nordrhein-Westfalen,3.37,precipGE20mm_days
1965,Nordrhein-Westfalen,7.06,precipGE20mm_days
1966,Nordrhein-Westfalen,8.67,precipGE20mm_days
1967,Nordrhein-Westfalen,5.05,precipGE20mm_days
1968,Nordrhein-Westfalen,5.52,precipGE20mm_days
1969,Nordrhein-Westfalen,4.22,precipGE20mm_days
1970,Nordrhein-Westfalen,5.82,precipGE20mm_days
1971,Nordrhein-Westfalen,3.06,precipGE20mm_days
1972,Nordrhein-Westfalen,4.5,precipGE20mm_days
1973,Nordrhein-Westfalen,2.76,precipGE20mm_days
1974,Nordrhein-Westfalen,5,precipGE20mm_days
1975,Nordrhein-Westfalen,2.64,precipGE20mm_days
1976,Nordrhein-Westfalen,2.65,precipGE20mm_days
1977,Nordrhein-Westfalen,3.91,precipGE20mm_days
1978,Nordrhein-Westfalen,4.65,precipGE20mm_days
1979,Nordrhein-Westfalen,5.38,precipGE20mm_days
1980,Nordrhein-Westfalen,5.69,precipGE20mm_days
1981,Nordrhein-Westfalen,7.77,precipGE20mm_days
1982,Nordrhein-Westfalen,4.58,precipGE20mm_days
1983,Nordrhein-Westfalen,4.55,precipGE20mm_days
1984,Nordrhein-Westfalen,9.87,precipGE20mm_days
1985,Nordrhein-Westfalen,3.33,precipGE20mm_days
1986,Nordrhein-Westfalen,7.87,precipGE20mm_days
1987,Nordrhein-Westfalen,5.83,precipGE20mm_days
1988,Nordrhein-Westfalen,5.26,precipGE20mm_days
1989,Nordrhein-Westfalen,4.25,precipGE20mm_days
1990,Nordrhein-Westfalen,5.79,precipGE20mm_days
1991,Nordrhein-Westfalen,5.56,precipGE20mm_days
1992,Nordrhein-Westfalen,6.19,precipGE20mm_days
1993,Nordrhein-Westfalen,8.66,precipGE20mm_days
1994,Nordrhein-Westfalen,7.74,precipGE20mm_days
1995,Nordrhein-Westfalen,4.82,precipGE20mm_days
1996,Nordrhein-Westfalen,5.13,precipGE20mm_days
1997,Nordrhein-Westfalen,4.34,precipGE20mm_days
1998,Nordrhein-Westfalen,7.64,precipGE20mm_days
1999,Nordrhein-Westfalen,4.86,precipGE20mm_days
2000,Nordrhein-Westfalen,4.92,precipGE20mm_days
2001,Nordrhein-Westfalen,4.71,precipGE20mm_days
2002,Nordrhein-Westfalen,10.41,precipGE20mm_days
2003,Nordrhein-Westfalen,5.09,precipGE20mm_days
2004,Nordrhein-Westfalen,6.4,precipGE20mm_days
2005,Nordrhein-Westfalen,5.74,precipGE20mm_days
2006,Nordrhein-Westfalen,3.87,precipGE20mm_days
2007,Nordrhein-Westfalen,9.6,precipGE20mm_days
2008,Nordrhein-Westfalen,5.34,precipGE20mm_days
2009,Nordrhein-Westfalen,4.45,precipGE20mm_days
2010,Nordrhein-Westfalen,5.14,precipGE20mm_days
2011,Nordrhein-Westfalen,3.92,precipGE20mm_days
2012,Nordrhein-Westfalen,4.25,precipGE20mm_days
2013,Nordrhein-Westfalen,3.98,precipGE20mm_days
2014,Nordrhein-Westfalen,5.45,precipGE20mm_days
2015,Nordrhein-Westfalen,5.52,precipGE20mm_days
2016,Nordrhein-Westfalen,3.73,precipGE20mm_days
2017,Nordrhein-Westfalen,4.78,precipGE20mm_days
2018,Nordrhein-Westfalen,3.18,precipGE20mm_days
2019,Nordrhein-Westfalen,4.09,precipGE20mm_days
2020,Nordrhein-Westfalen,3.53,precipGE20mm_days
2021,Nordrhein-Westfalen,4.42,precipGE20mm_days
2022,Nordrhein-Westfalen,3.51,precipGE20mm_days
2023,Nordrhein-Westfalen,9.26,precipGE20mm_days
2024,Nordrhein-Westfalen,7.17,precipGE20mm_days
2025,Nordrhein-Westfalen,3.36,precipGE20mm_days
1951,Rheinland-Pfalz,4.06,precipGE20mm_days
1952,Rheinland-Pfalz,5.54,precipGE20mm_days
1953,Rheinland-Pfalz,2.48,precipGE20mm_days
1954,Rheinland-Pfalz,3.26,precipGE20mm_days
1955,Rheinland-Pfalz,3.81,precipGE20mm_days
1956,Rheinland-Pfalz,4.19,precipGE20mm_days
1957,Rheinland-Pfalz,3.77,precipGE20mm_days
1958,Rheinland-Pfalz,4.42,precipGE20mm_days
1959,Rheinland-Pfalz,2.46,precipGE20mm_days
1960,Rheinland-Pfalz,4.36,precipGE20mm_days
1961,Rheinland-Pfalz,4.81,precipGE20mm_days
1962,Rheinland-Pfalz,3.81,precipGE20mm_days
1963,Rheinland-Pfalz,3.72,precipGE20mm_days
1964,Rheinland-Pfalz,3.08,precipGE20mm_days
1965,Rheinland-Pfalz,5.94,precipGE20mm_days
1966,Rheinland-Pfalz,6.18,precipGE20mm_days
1967,Rheinland-Pfalz,6.5,precipGE20mm_days
1968,Rheinland-Pfalz,5.99,precipGE20mm_days
1969,Rheinland-Pfalz,3.34,precipGE20mm_days
1970,Rheinland-Pfalz,4.82,precipGE20mm_days
1971,Rheinland-Pfalz,3.14,precipGE20mm_days
1972,Rheinland-Pfalz,4.77,precipGE20mm_days
1973,Rheinland-Pfalz,2.48,precipGE20mm_days
1974,Rheinland-Pfalz,3.26,precipGE20mm_days
1975,Rheinland-Pfalz,3.56,precipGE20mm_days
1976,Rheinland-Pfalz,2.57,precipGE20mm_days
1977,Rheinland-Pfalz,4.31,precipGE20mm_days
1978,Rheinland-Pfalz,4.64,precipGE20mm_days
1979,Rheinland-Pfalz,5.94,precipGE20mm_days
1980,Rheinland-Pfalz,4.99,precipGE20mm_days
1981,Rheinland-Pfalz,8.43,precipGE20mm_days
1982,Rheinland-Pfalz,5.87,precipGE20mm_days
1983,Rheinland-Pfalz,4.45,precipGE20mm_days
1984,Rheinland-Pfalz,7.89,precipGE20mm_days
1985,Rheinland-Pfalz,2.48,precipGE20mm_days
1986,Rheinland-Pfalz,6.91,precipGE20mm_days
1987,Rheinland-Pfalz,5.1,precipGE20mm_days
1988,Rheinland-Pfalz,4.22,precipGE20mm_days
1989,Rheinland-Pfalz,4.54,precipGE20mm_days
1990,Rheinland-Pfalz,5.93,precipGE20mm_days
1991,Rheinland-Pfalz,3.46,precipGE20mm_days
1992,Rheinland-Pfalz,4.54,precipGE20mm_days
1993,Rheinland-Pfalz,6.11,precipGE20mm_days
1994,Rheinland-Pfalz,4.17,precipGE20mm_days
1995,Rheinland-Pfalz,5.71,precipGE20mm_days
1996,Rheinland-Pfalz,3.6,precipGE20mm_days
1997,Rheinland-Pfalz,3.88,precipGE20mm_days
1998,Rheinland-Pfalz,4.57,precipGE20mm_days
1999,Rheinland-Pfalz,5.21,precipGE20mm_days
2000,Rheinland-Pfalz,5.88,precipGE20mm_days
2001,Rheinland-Pfalz,4.36,precipGE20mm_days
2002,Rheinland-Pfalz,8.28,precipGE20mm_days
2003,Rheinland-Pfalz,3.83,precipGE20mm_days
2004,Rheinland-Pfalz,4.62,precipGE20mm_days
2005,Rheinland-Pfalz,3.28,precipGE20mm_days
2006,Rheinland-Pfalz,4.8,precipGE20mm_days
2007,Rheinland-Pfalz,5.08,precipGE20mm_days
2008,Rheinland-Pfalz,3.93,precipGE20mm_days
2009,Rheinland-Pfalz,3.97,precipGE20mm_days
2010,Rheinland-Pfalz,4.1,precipGE20mm_days
2011,Rheinland-Pfalz,4.06,precipGE20mm_days
2012,Rheinland-Pfalz,3.31,precipGE20mm_days
2013,Rheinland-Pfalz,4.9,precipGE20mm_days
2014,Rheinland-Pfalz,5.02,precipGE20mm_days
2015,Rheinland-Pfalz,3.36,precipGE20mm_days
2016,Rheinland-Pfalz,4.36,precipGE20mm_days
2017,Rheinland-Pfalz,4.38,precipGE20mm_days
2018,Rheinland-Pfalz,5.07,precipGE20mm_days
2019,Rheinland-Pfalz,3.22,precipGE20mm_days
2020,Rheinland-Pfalz,3.78,precipGE20mm_days
2021,Rheinland-Pfalz,3.48,precipGE20mm_days
2022,Rheinland-Pfalz,4.4,precipGE20mm_days
2023,Rheinland-Pfalz,6.22,precipGE20mm_days
2024,Rheinland-Pfalz,7.68,precipGE20mm_days
2025,Rheinland-Pfalz,3.94,precipGE20mm_days
1951,Saarland,4.83,precipGE20mm_days
1952,Saarland,6.76,precipGE20mm_days
1953,Saarland,2.13,precipGE20mm_days
1954,Saarland,4.16,precipGE20mm_days
1955,Saarland,5.02,precipGE20mm_days
1956,Saarland,5.64,precipGE20mm_days
1957,Saarland,6.41,precipGE20mm_days
1958,Saarland,8.93,precipGE20mm_days
1959,Saarland,3.64,precipGE20mm_days
1960,Saarland,6.45,precipGE20mm_days
1961,Saarland,7.89,precipGE20mm_days
1962,Saarland,6.63,precipGE20mm_days
1963,Saarland,6.73,precipGE20mm_days
1964,Saarland,4.87,precipGE20mm_days
1965,Saarland,10.22,precipGE20mm_days
1966,Saarland,6.55,precipGE20mm_days
1967,Saarland,9.67,precipGE20mm_days
1968,Saarland,7.95,precipGE20mm_days
1969,Saarland,5.34,precipGE20mm_days
1970,Saarland,7.69,precipGE20mm_days
1971,Saarland,4.16,precipGE20mm_days
1972,Saarland,3.83,precipGE20mm_days
1973,Saarland,3.94,precipGE20mm_days
1974,Saarland,4.72,precipGE20mm_days
1975,Saarland,4.98,precipGE20mm_days
1976,Saarland,2.91,precipGE20mm_days
