Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NW;05974;Soest;232301;174364;1872;172492;73595;50458;9756;9459;0;13681;15311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;1290;173074;62764;43184;11702;10723;0;23296;16165;634;310;387;1207;149;1183;0;159;0;40;0;11;0;184;0;0;168;183;28;168;0;0;0;0;78;176;175
NW;05978;Unna;306624;230738;2376;228362;74720;87017;12571;13393;0;14282;21868;2385;0;1559;0;0;0;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;2150;228588;64412;75172;15677;14431;0;25533;23652;1252;731;883;2028;169;1700;0;255;0;156;0;27;0;1360;0;0;156;188;43;210;0;0;0;0;106;246;201
HE;06411;Darmstadt, Wissenschaftsstadt;106512;83759;1129;82630;21960;22739;9062;16351;0;4938;6442;0;0;863;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;82941;19753;17127;10828;15255;0;8868;6930;712;127;354;667;277;1341;0;0;0;88;21;0;0;0;0;0;268;0;32;141;0;0;0;0;0;0;152
HE;06412;Frankfurt am Main, Stadt;423717;317234;3616;313618;98884;82944;29457;38622;0;27062;25925;2195;0;2333;0;0;5714;0;0;0;385;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3234;314000;82952;63254;37238;45890;0;44325;27079;1454;580;1461;2976;561;3820;0;0;0;248;61;0;0;0;0;0;766;0;144;575;0;0;0;0;0;0;616
HE;06413;Offenbach am Main, Stadt;66812;45148;830;44318;14033;12339;4643;4160;0;2682;5112;613;0;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;773;44375;12077;10550;5197;4689;0;4343;5339;310;128;289;456;61;580;0;0;0;31;11;0;0;0;0;0;113;0;22;91;0;0;0;0;0;0;88
HE;06414;Wiesbaden, Landeshauptstadt;189372;139775;1810;137965;47309;39396;10558;12321;0;9693;14417;841;0;1467;0;0;1963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1546;138229;40022;29247;13160;16286;0;18400;15496;578;222;943;1196;297;1360;0;0;0;75;54;0;0;0;0;0;341;0;26;273;0;0;0;0;0;0;253
HE;06431;Bergstraße;198418;156082;2343;153739;59781;41408;8511;11747;0;11711;19153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1428;1988;154094;51088;34435;10197;13595;0;18196;19923;688;545;1227;1793;254;1261;0;0;0;57;48;0;0;0;0;0;243;0;27;298;0;0;0;0;0;0;219
HE;06432;Darmstadt-Dieburg;215017;171253;2666;168587;56956;53313;10925;15269;0;11471;17500;0;0;2607;0;0;0;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;2225;169028;51942;40312;13477;17960;0;18654;18761;963;537;1363;1815;401;1480;0;0;0;145;32;0;0;0;0;0;322;0;123;438;0;0;0;0;0;0;303
HE;06433;Groß-Gerau;174727;133318;2461;130857;45963;42342;8729;8877;0;7358;14805;0;0;2507;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2138;131180;39950;33318;10755;11862;0;12645;15943;962;403;1387;1463;201;1192;0;0;0;124;42;0;0;0;0;0;244;0;81;386;0;0;0;0;0;0;222
HE;06434;Hochtaunuskreis;164970;135474;1695;133779;55089;27741;7364;13073;0;16166;12682;0;0;1664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1374;134100;45571;23468;8420;14373;0;23674;13681;410;277;830;1533;216;945;0;0;0;27;22;0;0;0;0;0;228;0;23;193;0;0;0;0;0;0;209
HE;06435;Main-Kinzig-Kreis;299541;229506;3741;225765;81619;66277;13305;13222;0;14129;31064;0;1002;3242;0;0;1905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3325;226181;69798;52770;16132;17961;0;24860;33270;934;1159;1973;3166;428;2068;0;0;0;85;62;0;0;0;0;0;371;0;84;656;0;0;0;0;0;0;404
HE;06436;Main-Taunus-Kreis;166249;135107;1787;133320;55614;29467;6924;12277;0;13464;13210;0;0;2364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1519;133588;46032;24836;8304;14170;0;20942;14099;497;303;1191;1248;302;1034;0;0;0;30;23;0;0;0;0;0;179;0;22;186;0;0;0;0;0;0;190
HE;06437;Odenwaldkreis;70995;54381;1001;53380;17910;17307;3537;3749;0;3187;6654;0;0;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;939;53442;16673;14382;4129;3903;0;5021;6985;192;200;407;633;103;416;0;0;0;48;5;0;0;0;0;0;89;0;27;143;0;0;0;0;0;0;86
HE;06438;Offenbach;237902;186521;2847;183674;71576;43611;11552;15837;0;15020;20913;973;0;3466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;0;0;0;339;2409;184112;60710;37302;13571;18015;0;24327;21947;953;511;1656;1982;356;1614;0;0;0;68;38;0;0;0;0;0;338;0;51;327;0;0;0;0;0;0;346
HE;06439;Rheingau-Taunus-Kreis;138563;111448;1453;109995;44860;29153;6148;8358;0;8737;10749;0;0;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1224;110224;36763;22846;7312;10754;0;15157;12802;368;243;985;1195;183;968;0;0;0;28;21;0;0;0;0;0;205;0;22;183;0;0;0;0;0;0;189
HE;06440;Wetteraukreis;225174;175698;2504;173194;62357;50345;8804;13236;0;13231;20195;0;1406;3620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2198;173500;54642;40070;11672;15588;0;21304;21335;696;1465;1867;2083;285;1482;0;0;0;32;38;0;0;0;0;0;296;0;30;313;0;0;0;0;0;0;302
HE;06531;Gießen;199159;153223;2152;151071;51468;43284;9785;13030;0;11949;16916;0;483;2991;0;0;199;0;0;0;378;0;0;0;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;1891;151332;44416;35881;13137;15509;0;16085;18292;623;604;2017;1453;374;1922;0;0;0;112;40;0;0;0;0;0;262;0;120;235;0;0;0;0;0;0;250
HE;06532;Lahn-Dill-Kreis;190754;140329;2171;138158;53942;40483;6366;7744;0;8487;16345;0;730;1577;0;0;1825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;1986;138343;46885;33964;9119;9342;0;13230;19258;491;850;1391;1308;336;1294;0;0;0;34;28;0;0;0;0;0;220;0;46;386;0;0;0;0;0;0;161
HE;06533;Limburg-Weilburg;129367;98560;1531;97029;40061;24794;5401;5654;0;6864;11192;0;0;3063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1379;97181;34318;22187;6099;6802;0;11161;12344;318;345;1171;1102;95;752;0;0;0;19;16;0;0;0;0;0;160;0;13;127;0;0;0;0;0;0;152
HE;06534;Marburg-Biedenkopf;183296;142365;1799;140566;46888;50214;11557;8989;0;6044;14378;0;0;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;1579;140786;42377;37202;14420;13088;0;12191;16125;527;357;950;1148;312;1296;0;0;0;45;33;0;0;0;0;0;297;0;64;180;0;0;0;0;0;0;174
HE;06535;Vogelsbergkreis;85245;64773;1326;63447;23398;18591;3378;3560;0;4019;8949;0;374;1101;0;0;0;0;0;0;27;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1463;63310;20310;16648;4244;4226;0;6160;8933;180;418;821;585;87;377;0;0;0;12;12;0;0;0;0;0;108;0;13;94;0;0;0;0;0;0;82
HE;06611;Kassel, documenta-Stadt;140832;102778;1480;101298;25769;33382;10651;11618;0;5828;9753;860;0;831;0;0;1683;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679;1389;101389;23945;25872;13805;13917;0;9038;10083;549;243;622;944;162;1203;0;0;0;145;17;0;0;0;0;0;376;0;47;258;0;0;0;0;0;0;163
HE;06631;Fulda;169854;131311;2086;129225;61215;23181;5934;7378;0;6644;23379;0;428;1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2612;128699;52627;20829;7163;8594;0;14021;20794;352;511;756;1040;299;1020;0;0;0;29;21;0;0;0;0;0;197;0;26;250;0;0;0;0;0;0;170
HE;06632;Hersfeld-Rotenburg;94380;71926;1242;70684;22339;28387;3459;2372;0;3241;9933;0;0;953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1245;70681;21175;22419;4280;3628;0;6242;10382;227;402;583;550;55;433;0;0;0;21;16;0;0;0;0;0;76;0;12;105;0;0;0;0;0;0;75
HE;06633;Kassel;189184;148771;2521;146250;43511;58676;8962;8246;0;8519;15522;362;0;1637;0;0;497;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;2376;146395;40689;49005;10820;10668;0;13247;16599;548;424;1075;1495;129;971;0;0;0;69;24;0;0;0;0;0;235;0;21;219;0;0;0;0;0;0;157
HE;06634;Schwalm-Eder-Kreis;143270;111857;2067;109790;31852;43408;5970;6084;0;6593;13056;0;0;2827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2109;109748;30829;35770;7071;7199;0;9827;14122;385;511;1692;1035;90;740;0;0;0;22;15;0;0;0;0;0;148;0;25;136;0;0;0;0;0;0;131
HE;06635;Waldeck-Frankenberg;124064;93044;1379;91665;34076;26526;5341;5583;0;8047;10806;0;0;1256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1388;91656;30300;24415;6142;6247;0;9970;11399;328;333;850;732;98;510;0;0;0;19;10;0;0;0;0;0;112;0;16;95;0;0;0;0;0;0;80
HE;06636;Werra-Meißner-Kreis;81612;61800;1252;60548;16963;25646;3822;2864;0;3353;6478;0;0;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1414;60386;17356;20318;4466;4215;0;4854;6791;203;206;646;481;80;421;0;0;0;14;11;0;0;0;0;0;126;0;21;105;0;0;0;0;0;0;72
RP;07111;Koblenz, Stadt;84958;63987;937;63050;23774;19175;3637;4913;0;4340;4598;573;0;849;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;663;63324;22712;14354;5105;6253;0;7193;5316;397;88;545;0;147;919;0;0;0;17;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;176
RP;07131;Ahrweiler;101162;80230;982;79248;34940;19463;3629;4656;0;8263;6282;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1326;777;79453;33243;16190;4520;5723;0;10353;6997;313;251;596;0;221;659;0;0;0;16;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;202
RP;07132;Altenkirchen (Westerwald);100773;75957;1218;74739;32178;20367;4058;4116;0;5134;7274;0;0;1527;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;75135;29170;19147;4750;3962;0;7488;8213;304;225;833;0;178;555;0;0;0;40;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;152
RP;07133;Bad Kreuznach;120430;92279;1344;90935;34115;28189;4845;4841;0;5835;9771;0;0;2687;0;652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1036;91243;31286;24429;6032;6294;0;9219;10544;333;213;1309;0;298;890;0;0;0;23;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;216
RP;07134;Birkenfeld;64742;47629;770;46859;16860;15184;2765;1909;0;3507;5143;0;0;942;0;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661;46968;15903;13477;3461;2335;0;4435;5654;154;153;601;0;194;426;0;0;0;8;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;102
RP;07135;Cochem-Zell;48925;38411;982;37429;18991;8151;1619;1705;0;3123;2976;0;0;645;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;37839;17743;7927;1871;1843;0;4165;3226;103;73;338;0;85;315;0;0;0;5;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;88
RP;07137;Mayen-Koblenz;166711;127838;1748;126090;54392;36071;5603;6897;0;8325;11688;888;0;1105;0;0;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;663;1358;126480;50805;30647;7222;8083;0;13116;12783;523;264;1175;0;236;1120;0;0;0;32;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;0;300
RP;07138;Neuwied;138511;105650;2184;103466;44755;30629;5463;5333;0;5764;9680;0;0;1758;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1725;103925;39187;26300;6588;6776;0;10583;11060;422;255;1149;0;196;940;0;0;0;46;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;244
RP;07140;Rhein-Hunsrück-Kreis;80985;63325;1092;62233;25421;17208;3515;3196;0;5641;5540;0;0;1227;0;485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;813;62512;24201;15142;4126;3735;0;6897;6135;248;164;749;0;263;581;0;0;0;14;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;154
RP;07141;Rhein-Lahn-Kreis;95682;74371;1889;72482;28436;23232;4763;3822;0;5453;2690;176;0;3557;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;844;73527;24515;20672;4720;4926;0;7495;8029;342;155;1325;0;136;810;0;0;0;22;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;199
RP;07143;Westerwaldkreis;154218;119834;3403;116431;52785;33092;7949;5826;0;10875;0;0;0;5904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1241;118593;46872;27835;6860;6994;0;13095;12839;477;330;1565;0;204;1004;0;0;0;22;0;0;0;0;0;0;191;0;0;0;0;0;0;0;0;0;305
RP;07211;Trier, Stadt;80382;60103;688;59415;19460;20128;4898;5328;0;3433;4096;0;85;441;0;0;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;497;59606;19358;14163;6499;7269;0;5650;4624;284;83;342;0;171;841;0;0;0;19;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;168
RP;07231;Bernkastel-Wittlich;86614;67575;1236;66339;30397;16499;3953;1564;0;5299;4995;0;0;2730;0;902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792;66783;28285;14629;4225;4060;0;7398;5605;229;141;1074;0;297;533;0;0;0;21;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;169
RP;07232;Eifelkreis Bitburg-Prüm;72690;55672;1256;54416;27870;14829;2581;0;0;3774;3511;0;0;1353;0;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1062;54610;24001;12684;3024;3502;0;5510;4046;138;106;821;0;176;418;0;0;0;11;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;105
RP;07233;Vulkaneifel;48142;37415;622;36793;19636;8807;2158;0;0;2410;2652;0;0;713;0;417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;37008;16967;7672;2330;2057;0;3842;3042;123;54;353;0;147;287;0;0;0;5;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;75
RP;07235;Trier-Saarburg;112464;91448;1525;89923;37151;30155;4944;4317;0;4477;6318;0;128;1176;0;0;770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487;1173;90275;36524;22787;6435;6243;0;8191;7302;321;159;1076;0;167;749;0;0;0;18;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;193
RP;07311;Frankenthal (Pfalz), Stadt;33743;24859;431;24428;8467;6952;1631;1251;0;1716;3786;0;0;562;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;24474;7949;5617;1852;1659;0;2426;4041;108;101;311;0;39;226;0;0;0;27;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;65
RP;07312;Kaiserslautern, Stadt;72154;51414;821;50593;15342;16219;4299;3298;0;3105;6476;0;0;887;0;0;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685;50729;14266;12704;4794;4432;0;5247;6937;284;219;639;0;118;784;0;0;0;11;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;168
RP;07313;Landau in der Pfalz, Stadt;35852;27832;320;27512;9160;7865;1816;3649;0;1502;2508;0;0;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;27569;8386;5830;2567;3951;0;2769;2762;158;60;432;0;86;364;0;0;0;14;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;105
RP;07314;Ludwigshafen am Rhein, Stadt;102805;72283;1420;70863;20114;24679;4402;3729;0;4964;10853;0;0;1881;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1332;70951;19582;19289;5274;5134;0;6487;11583;556;320;1083;0;139;940;0;0;0;117;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;218
RP;07315;Mainz, Stadt;147529;119273;1281;117992;39210;33791;8610;14626;0;7868;7608;929;0;1098;0;1807;2033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;305;928;118345;36376;25349;11591;17958;0;13090;8677;760;110;736;0;1298;1689;0;0;0;53;0;0;0;0;0;0;334;0;0;0;0;0;0;0;0;0;324
RP;07316;Neustadt an der Weinstraße, Stadt;40886;32257;627;31630;12677;7375;1373;2820;0;2316;3548;0;0;1384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;94;0;0;466;31791;11292;6404;1854;3174;0;3463;3826;150;90;1039;0;89;269;0;0;0;13;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;68
RP;07317;Pirmasens, Stadt;31522;21562;478;21084;6790;6577;1525;678;0;1473;3150;0;231;340;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;21147;6602;5551;1697;839;0;2015;3411;119;244;266;0;31;269;0;0;0;7;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;60
RP;07318;Speyer, Stadt;36553;27898;444;27454;9777;7163;1820;2597;0;1827;3443;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;49;0;0;347;27551;8820;5938;2231;2962;0;2756;3726;116;64;410;0;70;301;0;0;0;15;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;79
RP;07319;Worms, Stadt;58753;43120;776;42344;16724;11651;2389;2564;0;2027;5714;0;168;569;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;312;670;42450;12995;10928;3027;3288;0;4075;6360;220;213;448;0;131;492;0;0;0;18;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;127
RP;07320;Zweibrücken, Stadt;26396;18880;325;18555;5860;5560;1469;1213;0;1226;2495;0;79;301;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;18612;5623;4899;1750;1115;0;1693;2704;100;87;207;0;50;281;0;0;0;6;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;68
RP;07331;Alzey-Worms;97517;78744;1183;77561;31370;21656;3733;4631;0;4491;9164;0;264;1381;0;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;338;993;77751;25007;20414;4737;5645;0;8058;10741;329;326;1077;0;320;685;0;0;0;28;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;215
RP;07332;Bad Dürkheim;105022;85257;1212;84045;34154;22883;3643;5415;0;5630;9745;0;0;2389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;102;0;0;940;84317;29341;19803;4730;6643;0;9853;10418;372;309;1611;0;147;689;0;0;0;25;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;217
RP;07333;Donnersbergkreis;58490;44574;713;43861;13408;15618;2495;2065;0;2485;5532;0;0;1725;0;0;533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;624;43950;13188;12466;2985;2768;0;4059;6007;230;239;1161;0;91;508;0;0;0;6;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;156
RP;07334;Germersheim;94287;73886;1003;72883;30841;17297;3162;4563;0;4471;10911;0;0;1638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;845;73041;25268;15906;4284;4964;0;7586;11919;364;252;1219;0;199;694;0;0;0;30;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;214
RP;07335;Kaiserslautern;81619;63146;1365;61781;21823;18812;4072;2752;0;3474;7971;0;138;1988;0;0;751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1273;61873;20740;16051;4447;3481;0;5281;8657;370;299;1476;0;123;655;0;0;0;6;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;192
RP;07336;Kusel;57338;44060;751;43309;14085;15134;3222;1732;0;1838;5495;0;0;1163;0;0;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;43441;12191;14055;3463;2188;0;3266;6063;181;229;990;0;64;555;0;0;0;14;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;98
RP;07337;Südliche Weinstraße;87494;70651;1035;69616;28587;19062;3040;5288;0;4236;7513;0;0;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854;69797;25655;15557;4124;5873;0;7205;8510;274;225;1163;0;177;648;0;0;0;21;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;201
RP;07338;Rhein-Pfalz-Kreis;117136;95738;1256;94482;35483;25720;4317;6044;0;7191;12327;0;0;3189;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;60;0;0;1028;94710;33649;20665;5210;7438;0;10587;13117;450;342;1647;0;201;910;0;0;0;60;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;285
RP;07339;Mainz-Bingen;158824;131190;1592;129598;52916;33655;6711;11144;0;9485;10958;575;79;1750;0;907;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;130;0;336;1192;129998;46056;29983;8604;12973;0;14928;12735;666;255;1290;0;711;1243;0;0;0;25;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;317
RP;07340;Südwestpfalz;79282;63745;1314;62431;24433;17590;3214;2424;0;4501;7248;0;323;1846;0;0;852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1017;62728;24245;15054;3923;2693;0;5761;8079;274;327;1207;0;130;708;0;0;0;27;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;178
BW;08111;Stuttgart, Landeshauptstadt;376869;300014;2500;297514;97284;45981;22730;69280;0;25302;24991;2792;0;0;3383;1334;3304;0;0;0;562;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;2002;298012;86352;46808;27383;52354;0;45413;26354;1997;295;1041;2349;942;2996;0;0;0;397;0;0;41;0;457;0;807;716;96;557;0;0;0;285;0;0;372
BW;08115;Böblingen;261381;209633;2381;207252;80802;40173;10216;24987;0;26271;23326;0;0;176;0;0;0;0;0;0;367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;934;1737;207896;73671;32036;11063;26485;0;31660;24427;1077;509;1555;1465;501;1341;0;0;0;164;0;0;60;0;391;0;251;352;27;398;0;0;0;222;0;0;241
